,Unnamed: 0,PID,średnia_na_rozgrywce,średnia_na_obronie,Kokosy_na_Obronie,częściówka,końcówka,szlemik,Wpadka,PID,liczba_rozdan_na_rozgrywce,liczba_rozdan_na_obronie,liczba_rozdan_Kokosy_na_Obronie,liczba_rozdan_częściówka,liczba_rozdan_końcówka,liczba_rozdan_szlemik,liczba_rozdan_Wpadka
23,23,1252,57.36157205240174,51.912211538461534,77.702,55.8094214876033,54.35694267515924,57.186470588235295,27.563283582089557,01252,229,208,75,121,157,17,67
24,24,1282,48.20101449275362,49.10176470588235,67.85538461538462,52.239583333333336,44.07684210526316,39.465,26.679523809523808,01282,69,68,26,48,38,4,21
25,25,1292,55.91279411764706,51.9224,74.80193548387098,52.07568181818181,53.94658536585366,50.27833333333333,27.26571428571429,01292,68,75,31,44,41,6,21
26,26,1313,50.00030303030303,50.27893939393939,75.66222222222221,51.50243902439024,40.71648648648649,54.444,31.14636363636364,01313,66,66,27,41,37,5,22
27,27,1317,48.01879310344828,48.162444444444446,76.02777777777777,47.91793103448276,51.09928571428571,60.7475,21.687916666666663,01317,58,45,18,29,28,4,24
28,28,1318,55.164,55.10238095238096,68.35583333333334,53.95285714285715,70.68857142857142,58.005,29.045,01318,35,21,12,14,14,2,14
29,29,1324,45.70037037037037,46.67888888888889,68.20347826086957,46.755405405405405,46.83,35.79,32.08162162162162,01324,81,63,23,37,43,4,37
30,30,1328,51.54727891156463,53.33312849162011,71.47493670886075,52.51913043478261,50.99781609195403,57.62875,29.13266666666667,01328,147,179,79,92,87,8,60
31,31,1333,43.45427385892116,47.402064777327936,67.0409195402299,45.63656050955414,45.07986301369863,34.66166666666667,25.415,01333,241,247,87,157,146,12,86
32,32,1341,50.92214285714285,38.74466666666667,71.5875,54.120000000000005,35.532,19.715,36.004,01341,14,15,4,8,10,2,5
33,33,1359,49.71038461538462,39.24620689655172,73.21,54.01142857142857,30.61315789473684,20.34,37.289,01359,26,29,9,14,19,3,10
34,34,1363,45.76851063829787,54.39929824561404,71.26723404255318,52.02849315068493,52.14060606060606,38.125,29.16206349206349,01363,141,114,47,73,66,6,63
35,35,1364,43.45427385892116,47.402064777327936,67.0409195402299,45.63656050955414,45.07986301369863,34.66166666666667,25.415,01364,241,247,87,157,146,12,86
36,36,1366,42.15886597938144,50.9127358490566,69.99232558139535,51.12444444444445,41.02561403508772,23.8625,22.82611111111111,01366,97,106,43,63,57,4,36
37,37,1371,41.80887640449438,48.2722972972973,76.28714285714285,44.42553191489362,45.651282051282045,27.43166666666667,26.14209302325581,01371,89,74,28,47,39,6,43
38,38,1378,45.8059243697479,48.62286458333333,67.61920634920635,46.95294573643411,51.451843971631206,31.185,27.32268817204301,01378,238,192,63,129,141,4,93
39,39,1386,42.807647058823534,43.63776595744681,64.05777777777777,40.59,48.6162,51.77555555555556,25.017,01386,102,94,27,70,50,9,40
40,40,1390,46.410555555555554,51.30114285714286,68.9988,50.58,49.4234375,52.265,27.916,01390,72,70,25,51,32,4,30
41,41,1392,45.649,45.2542105263158,70.26625,57.466,24.635714285714283,56.625,25.88,01392,10,19,8,5,7,2,7
42,42,1399,45.55,47.399375,62.30733333333333,52.7590625,40.53523809523809,1.14,26.814615384615383,01399,34,48,15,32,21,1,13
43,43,1412,45.75396825396825,44.78548611111111,64.05625,48.38466666666667,40.00853658536585,60.80857142857143,25.835,01412,126,144,56,75,82,7,50
44,44,1418,47.57783783783784,53.29511111111112,75.50086956521739,57.12157894736842,38.9078947368421,59.755,25.161578947368422,01418,37,45,23,19,19,2,19
45,45,1423,47.03655172413793,41.29807692307692,74.508,50.42894736842105,36.699375,44.59333333333333,32.17916666666667,01423,29,26,5,19,16,3,12
46,46,1434,47.26384615384615,48.89507462686568,65.4304347826087,46.55924528301887,54.51024390243903,34.82333333333333,26.0248,01434,78,67,23,53,41,3,25
47,47,1459,44.55128205128205,54.31133333333333,69.93095238095238,43.919090909090905,48.24071428571428,61.13,28.645,01459,39,45,21,33,14,4,12
48,48,1465,60.1375,52.79114285714286,65.71230769230769,54.99571428571429,53.45933333333333,48.94333333333333,30.85,01465,20,35,13,21,15,3,3
49,49,1468,51.08693430656934,52.10233333333333,75.22173076923077,50.903333333333336,50.28564705882353,52.92666666666667,30.800196078431373,01468,137,150,52,90,85,9,51
50,50,1482,48.312,52.13205882352941,76.10103896103895,49.302809917355376,54.8587786259542,55.42875,24.64424528301887,01482,255,204,77,121,131,24,106
51,51,1489,61.16166666666667,44.32733333333333,55.956,54.07857142857143,51.1109090909091,30.14,49.38666666666666,01489,12,15,5,7,11,1,3
52,52,1492,46.32375,45.29090909090909,71.408,65.64166666666667,41.38857142857143,99.24,12.44125,01492,16,11,5,6,7,1,8
53,53,1507,45.53231578947368,43.87148717948718,70.77819672131147,44.43737288135593,44.02459677419355,38.19416666666667,24.680285714285716,01507,190,195,61,118,124,12,70
54,54,1510,47.59775862068965,45.17714285714286,62.35375,45.446666666666665,45.58588235294118,52.33833333333333,25.318235294117645,01510,58,56,24,33,34,6,17
55,55,1511,42.553636363636365,55.25333333333333,75.05,45.76714285714286,47.3,82.86,23.23,01511,11,12,5,7,5,1,5
56,56,1512,46.86082949308756,46.70009900990099,67.41166666666666,48.05878260869565,50.83142857142857,44.026875,22.017804878048786,01512,217,202,66,115,140,16,82
57,57,1517,47.52722727272727,47.76884393063584,66.59147540983606,49.35625,52.20032258064517,53.74538461538462,23.596265060240963,01517,220,173,61,112,124,13,83
58,58,1521,43.40396039603961,47.32004651162791,69.30358024691358,45.03095238095238,44.734736842105264,53.26533333333334,22.299638554216862,01521,202,215,81,105,133,15,83
59,59,1523,48.31905660377358,52.382358490566034,75.8997435897436,47.53952380952381,53.99392857142857,69.06,24.850652173913044,01523,106,106,39,63,56,8,46
60,60,1532,61.16166666666667,44.32733333333333,55.956,54.07857142857143,51.1109090909091,30.14,49.38666666666666,01532,12,15,5,7,11,1,3
