,Unnamed: 0,PID,średnia_na_rozgrywce,średnia_na_obronie,Kokosy_na_Obronie,częściówka,końcówka,szlemik,Wpadka,PID,liczba_rozdan_na_rozgrywce,liczba_rozdan_na_obronie,liczba_rozdan_Kokosy_na_Obronie,liczba_rozdan_częściówka,liczba_rozdan_końcówka,liczba_rozdan_szlemik,liczba_rozdan_Wpadka
393,393,8821,54.20821428571429,48.94185185185185,66.33454545454546,51.02136363636364,43.91166666666667,45.78333333333334,46.11714285714286,08821,28,27,11,22,12,3,7
394,394,8833,54.0472340425532,55.78710526315789,72.01,58.43210526315789,58.261,60.965,26.82294117647059,08833,47,38,17,19,30,2,17
395,395,8851,45.33219047619048,42.86154761904762,68.8392,42.64705882352941,47.64238095238095,43.83777777777778,26.055121951219512,08851,105,84,25,51,63,9,41
396,396,8880,40.01555555555555,33.34,60.99,46.31307692307693,28.10142857142857,14.03,25.016,08880,9,20,1,13,7,3,5
397,397,8944,52.02414634146342,45.86790697674419,65.725,46.5865625,48.26958333333334,38.5125,38.187,08944,41,43,14,32,24,4,10
398,398,8951,51.85246753246753,47.5646875,70.75791666666667,47.254888888888885,53.4585,58.8075,25.13833333333333,08951,77,64,24,45,40,8,24
399,399,8987,51.69799065420561,51.25073170731708,77.40321428571428,50.779117647058825,51.88546875,66.30625,29.634210526315787,08987,214,164,56,102,128,16,76
400,400,8990,55.12829787234043,51.245135135135136,70.26307692307692,54.12558823529412,62.60833333333333,61.66666666666666,26.34125,08990,47,37,13,34,18,3,16
401,401,9001,52.401512195121946,53.59977064220183,77.62346153846154,51.03119266055045,52.34904761904762,63.235238095238095,26.27617647058824,09001,205,218,78,109,147,21,68
402,402,9042,54.57362500000001,53.55582352941176,72.05507042253521,53.86086021505377,54.10755102040816,57.13666666666666,30.770000000000003,09042,160,170,71,93,98,12,56
403,403,9082,54.244166666666665,42.392307692307696,69.81,37.00714285714286,52.65684210526316,44.28,28.105,09082,24,26,9,14,19,2,6
404,404,9115,48.82085714285714,47.551086956521736,65.39538461538461,58.60111111111111,41.23407407407407,49.470000000000006,33.219375,09115,35,46,13,18,27,7,16
405,405,9122,52.79195804195804,52.983555555555554,72.3156862745098,53.773375,54.30022471910112,49.14625,29.7234,09122,143,135,51,80,89,8,50
406,406,9170,46.58453488372093,48.45907975460123,71.1424074074074,47.23633333333334,48.15632478632479,51.226,26.1228125,09170,172,163,54,90,117,10,64
407,407,9179,52.6866091954023,46.52505376344086,75.28274193548387,50.8975,48.5854074074074,37.00588235294118,27.25935483870968,09179,174,186,62,84,135,17,62
408,408,9184,53.30108108108109,54.0815625,76.21625,54.81951219512195,56.85083333333333,49.37833333333333,15.978947368421052,09184,74,64,24,41,48,6,19
409,409,9194,51.48463414634146,50.9752380952381,71.645,58.01464285714286,44.465500000000006,53.4775,25.192,09194,41,42,16,28,20,4,15
410,410,9197,46.15219512195122,53.461951219512194,73.5506896551724,51.30833333333334,48.22320754716981,63.01285714285715,21.321111111111108,09197,82,82,29,48,53,7,27
411,411,9200,50.860243902439024,52.357000000000006,66.5957142857143,59.06809523809524,49.97551724137931,35.21333333333333,32.275,09200,41,40,14,21,29,3,14
412,412,9204,47.323,49.79513513513514,71.29875,50.905116279069766,40.80189189189189,33.74,23.307894736842105,09204,60,74,32,43,37,3,19
413,413,9231,53.31275362318841,52.516571428571424,71.97285714285715,45.76403846153846,52.18973684210526,47.75333333333333,29.953636363636363,09231,69,70,35,52,38,3,11
414,414,9242,62.70916666666667,61.491764705882346,79.33333333333333,49.369,65.86999999999999,79.57,38.46333333333333,09242,12,17,9,10,6,1,3
415,415,9267,43.252,38.85636363636364,60.93000000000001,57.56666666666666,38.31555555555556,46.71,32.916000000000004,09267,15,11,3,3,9,1,10
416,416,9278,44.32363636363636,54.17333333333333,78.282,45.05571428571428,62.17454545454545,22.51,9.89,09278,11,18,5,7,11,1,5
417,417,9283,54.01433333333333,65.8648,81.03923076923077,55.7204761904762,60.01499999999999,81.27000000000001,22.955714285714286,09283,30,25,13,21,12,2,7
418,418,9287,51.99,55.96,67.50333333333333,50.80533333333334,52.238,58.24,42.35,09287,13,16,6,15,5,1,2
419,419,9288,49.998130081300815,45.70540983606557,67.65581395348836,51.83085714285714,49.63324324324324,32.243,24.857916666666668,09288,123,122,43,70,74,10,48
420,420,9291,46.42979591836735,48.893157894736845,65.91823529411764,55.07,46.2552380952381,30.885,28.590434782608696,09291,49,38,17,24,21,2,23
421,421,9311,39.85283687943262,45.23846666666667,71.83173913043478,42.699375,43.85081395348837,25.02875,24.132535211267605,09311,141,150,46,80,86,8,71
422,422,9345,54.87,38.388571428571424,75.4125,38.395,44.71857142857142,32.18,28.75,09345,9,14,4,6,7,4,2
423,423,9356,48.81505617977528,52.17662162162162,73.95366666666668,57.0425,48.54326530612245,56.16333333333333,19.13032258064516,09356,89,74,30,44,49,9,31
424,424,9365,42.86638297872341,47.72475,69.24625,47.068275862068965,49.392222222222216,16.796666666666667,24.34952380952381,09365,47,40,16,29,18,3,21
425,425,9384,38.229032258064514,40.14302083333333,74.11454545454545,38.30186440677966,44.483623188405794,40.29333333333333,21.76046875,09384,124,96,22,59,69,6,64
426,426,9385,54.80756756756757,60.96130434782608,78.7785,59.362857142857145,50.301,2.07,41.87714285714286,09385,37,46,20,28,20,1,14
427,427,9389,47.988771929824566,45.88364341085271,68.04260869565218,44.40851851851852,44.97696202531645,51.952,26.55375,09389,114,129,46,81,79,5,32
428,428,9427,52.07875,56.60166666666667,75.13727272727273,62.582307692307694,60.29866666666667,60.965,23.898000000000003,09427,32,24,11,13,15,2,15
429,429,9446,57.42166666666666,49.34825396825397,76.3195652173913,51.95261904761905,56.755,52.43714285714286,26.436666666666664,09446,72,63,23,42,42,7,21
430,430,9455,43.33460732984293,49.126193181818174,72.34859649122807,50.29473684210527,48.05660869565217,55.38466666666667,19.576117647058823,09455,191,176,57,95,115,15,85
431,431,9460,52.76807228915663,53.41349397590361,72.58911764705883,51.925,53.2966037735849,68.23333333333333,28.49034482758621,09460,83,83,34,44,53,6,29
432,432,9461,50.73482269503546,53.37577464788732,73.39881355932204,49.24037974683544,50.931976744186045,66.796,29.88448979591837,09461,141,142,59,79,86,10,49
433,433,9462,49.97865384615385,53.31869281045752,73.91548387096775,49.30127906976744,52.019247311827954,66.796,28.034655172413792,09462,156,153,62,86,93,10,58
434,434,9506,54.53000000000001,41.07,84.67,49.580000000000005,59.2575,84.53,33.63857142857143,09506,21,8,1,12,8,1,7
435,435,9534,42.78714285714285,47.27,61.785,50.96,50.294,46.620000000000005,19.85,09534,14,12,4,4,10,2,6
436,436,9569,40.90827586206896,47.390392156862745,66.280625,55.00243243243243,35.906666666666666,33.19,22.488695652173917,09569,58,51,16,37,30,3,23
437,437,9587,49.08581967213115,49.94675675675676,70.90666666666667,47.72712121212122,49.86114942528736,26.258333333333336,29.03392156862745,09587,122,148,60,66,87,6,51
438,438,9588,48.9675,50.07626865671642,71.548,46.66637931034483,49.801645569620256,26.258333333333336,28.75090909090909,09588,108,134,55,58,79,6,44
439,439,9599,47.00710982658959,47.30251497005988,73.25304347826086,53.07771739130435,45.10184210526315,39.34333333333333,28.48986842105263,09599,173,167,46,92,114,12,76
440,440,9616,55.263225806451615,53.86235294117647,77.72958333333334,56.36,42.144090909090906,55.63,28.720769230769232,09616,31,51,24,20,22,3,13
441,441,9631,49.43057142857143,58.29377777777778,73.8342105263158,49.654,56.23476190476191,96.22,30.852857142857143,09631,35,45,19,25,21,1,14
442,442,9652,45.121538461538464,56.44430555555555,69.36527777777778,53.6178947368421,52.028125,66.005,19.75333333333333,09652,65,72,36,38,32,4,27
443,443,9654,50.80803921568628,43.71216666666667,72.89461538461538,51.76853658536586,41.84642857142857,41.76,24.606428571428573,09654,51,60,13,41,42,1,14
444,444,9675,60.52928571428571,37.09285714285714,59.016,56.52,48.25785714285714,91.67,19.5675,09675,14,14,5,4,14,1,4
445,445,9679,58.516666666666666,52.52491620111732,69.29565217391304,40.95111111111111,35.90875,46.572500000000005,17.6275,09679,15,179,92,54,40,4,4
446,446,9704,35.718823529411765,40.778888888888886,86.03999999999999,34.065999999999995,46.565,22.51,17.9575,09704,17,9,2,5,10,1,8
447,447,9710,49.252227979274615,50.29070707070707,73.22070422535211,50.784086021505374,49.689076923076925,37.72857142857144,30.76951807228916,09710,193,198,71,93,130,14,83
448,448,9735,58.91066666666666,48.815875,67.38757575757576,45.25291666666666,48.08025,31.63,34.77777777777778,09735,30,80,33,24,40,4,9
449,449,9771,53.24285714285714,62.705,91.185,61.34,60.19,94.83,27.696666666666665,09771,21,8,4,7,8,1,9
450,450,9773,52.51095238095238,43.605294117647055,55.415,47.04444444444445,46.12111111111111,46.94,29.894,09773,21,34,12,18,18,2,5
451,451,9872,57.33111111111111,35.264117647058825,64.458,26.317777777777778,42.35625,79.57,45.96666666666667,09872,9,17,5,9,8,1,3
452,452,9929,47.165,49.05,72.074,50.25142857142857,47.49571428571429,71.45,25.59875,09929,16,13,5,7,7,2,8
453,453,10019,52.91,30.508666666666667,54.735,30.860000000000003,44.20272727272727,57.4,21.860000000000003,10019,14,15,4,5,11,4,5
454,454,10020,43.04057142857143,43.5703125,66.97999999999999,43.791250000000005,38.66422222222222,80.67333333333333,26.448,10020,70,64,21,40,45,3,25
455,455,10067,29.108235294117645,34.57375,50.21,48.06444444444444,38.11666666666667,25.663333333333338,5.88625,10067,17,8,2,9,3,3,8
456,456,10096,53.807391304347824,58.21021739130435,75.57454545454546,55.12814814814815,57.88275,60.86000000000001,27.9405,10096,69,46,22,27,40,6,20
457,457,10098,50.49361842105263,47.15190751445087,67.5303125,49.36617021276596,47.78686046511628,45.35764705882353,31.08125,10098,152,173,64,94,86,17,64
458,458,10107,50.308928571428574,43.31310344827586,71.57166666666667,46.67285714285714,48.90307692307693,52.60666666666666,19.0725,10107,28,29,6,14,26,3,8
459,459,10136,51.43515789473685,49.03564102564102,73.47758620689655,52.07137254901961,50.594166666666666,46.52727272727273,28.950294117647054,10136,95,78,29,51,48,11,34
460,460,10143,57.86375,45.646,87.04,48.16625,57.24363636363637,15.47,30.22666666666667,10143,16,10,3,8,11,1,3
461,461,10157,48.20101449275362,49.10176470588235,67.85538461538462,52.239583333333336,44.07684210526316,39.465,26.679523809523808,10157,69,68,26,48,38,4,21
462,462,10158,48.59872727272727,47.58965517241379,66.66304347826087,48.59125,47.42382352941177,32.422000000000004,30.023157894736844,10158,55,58,23,32,34,5,19
463,463,10164,50.88082191780822,45.55446153846154,66.2485,46.72244897959184,53.2851282051282,35.094,32.2952,10164,73,65,20,49,39,5,25
464,464,10183,52.3832,48.255,80.01375,47.05888888888889,49.77111111111111,32.51,34.87714285714286,10183,25,30,8,18,18,4,7
465,465,10222,51.22852760736196,51.34542168674699,72.5582258064516,49.32223300970873,50.92240384615385,62.28555555555555,28.20176470588235,10222,163,166,62,103,104,9,51
466,466,10224,53.607000000000006,49.84625,69.85,53.116,53.20181818181818,22.51,36.18,10224,10,16,4,5,11,1,5
467,467,10225,54.32257894736843,51.28876404494382,67.78457142857143,52.236484375,52.64617647058824,56.70846153846154,34.770545454545456,10225,190,178,70,128,102,13,55
468,468,10235,57.80531914893617,51.17868852459016,70.27964285714286,54.82121212121212,49.9264,39.03428571428572,36.028,10235,47,61,28,33,25,7,15
469,469,10239,48.17186440677966,46.36269230769231,70.16,52.91368421052632,46.93444444444445,28.084000000000003,20.456,10239,59,78,24,38,45,5,25
470,470,10301,47.72686746987952,48.432711864406784,70.37857142857143,50.86731707317073,48.96512195121951,60.7775,28.70485714285714,10301,83,59,21,41,41,4,35
471,471,10315,40.4799512195122,44.99015706806283,69.67916666666666,42.70703703703703,44.03991150442478,58.03,21.789591836734694,10315,205,191,60,108,113,17,98
472,472,10318,44.34704545454545,48.87743119266055,72.964,41.72692307692308,45.0446551724138,61.595,24.68,10318,88,109,40,65,58,4,30
473,473,10324,58.31333333333333,60.30411764705883,75.50999999999999,60.28666666666667,56.833333333333336,64.345,29.735,10324,12,17,8,6,9,2,4
474,474,10340,58.97867132867133,51.712883435582825,73.66720588235295,49.308586956521744,50.648229166666674,66.07785714285714,42.50194444444444,10340,143,163,68,92,96,14,36
475,475,10344,58.60136363636364,51.23533333333333,63.918,52.21058823529412,54.29307692307692,30.42,42.658,10344,22,30,15,17,13,2,5
476,476,10350,43.97806451612903,49.45209677419355,75.377,46.48543859649123,45.96380952380953,51.82899999999999,24.324680851063828,10350,93,124,40,57,63,10,47
477,477,10354,49.30464968152866,50.69378571428572,72.09,49.82208791208792,47.36546511627907,50.55428571428571,28.44903846153846,10354,157,140,61,91,86,7,52
478,478,10356,41.391666666666666,51.83771929824562,71.83130434782609,43.840384615384615,46.04285714285714,22.51,25.945,10356,30,57,23,26,21,1,16
479,479,10385,51.21607142857143,50.35221428571429,72.32520000000001,50.861466666666665,49.17663043478261,61.30333333333333,28.018541666666664,10385,140,140,50,75,92,15,48
480,480,10402,57.89198198198199,54.63443396226416,75.48048780487804,55.99859649122807,58.13073170731708,16.865,33.22606060606061,10402,111,106,41,57,82,4,33
481,481,10413,45.28936842105263,50.77,74.78833333333334,50.7496,48.17706896551724,40.6225,22.75277777777778,10413,95,87,30,50,58,8,36
482,482,10425,44.9,35.43,52.98333333333334,41.902307692307694,45.951,40.115,19.476666666666667,10425,23,30,6,13,20,2,12
483,483,10426,56.9477205882353,54.72423728813559,79.02787234042553,56.53118421052631,57.37357142857143,56.275000000000006,26.678837209302326,10426,136,118,47,76,84,4,43
484,484,10434,55.381764705882354,61.61473684210527,81.28142857142858,57.71083333333333,68.45700000000001,32.45666666666667,29.60454545454545,10434,34,19,7,12,20,3,11
485,485,10437,51.303125,48.21434782608696,71.425,43.81333333333333,61.836842105263166,49.5,19.726666666666667,10437,32,23,10,12,19,2,12
486,486,10439,50.32060606060606,43.6304,74.19416666666667,40.791714285714285,37.0625,30.174,32.30166666666667,10439,33,75,24,35,32,5,12
487,487,10443,53.00742647058824,47.901315789473685,72.20297297297297,53.821304347826086,50.70840909090909,59.56,29.297600000000003,10443,136,114,37,69,88,6,50
488,488,10447,54.47428571428571,48.01496732026144,73.92804347826088,53.53855421686747,50.68725490196079,54.01571428571429,28.787272727272725,10447,147,153,46,83,102,14,55
489,489,10455,49.83402173913044,53.26077669902912,72.11135135135135,52.59905660377358,47.31449275362319,76.14333333333333,33.987575757575755,10455,92,103,37,53,69,3,33
490,490,10456,49.92508333333333,50.86849206349206,69.62836734693877,51.676875,47.670476190476194,69.25444444444445,26.343,10456,120,126,49,64,84,9,40
491,491,10457,48.83611111111111,46.63768,70.76826086956522,46.45931034482759,42.654057971014495,55.14,26.19794117647059,10457,90,125,46,58,69,8,34
492,492,10465,55.47428571428571,47.468474576271184,69.99869565217391,45.672,55.61967741935484,32.462857142857146,29.911666666666665,10465,49,59,23,35,31,7,12
493,493,10483,49.63384615384616,57.09071428571429,80.34454545454545,52.12736842105264,53.41,57.07333333333333,25.608,10483,26,28,11,19,11,3,10
494,494,10503,51.18655,49.42131455399061,73.20215189873419,50.37478632478633,48.01575539568345,38.33133333333333,29.175714285714285,10503,200,213,79,117,139,15,63
495,495,10504,47.165,49.05,72.074,50.25142857142857,47.49571428571429,71.45,25.59875,10504,16,13,5,7,7,2,8
496,496,10559,49.688235294117646,61.13666666666666,76.33142857142856,56.8525,53.83857142857143,74.555,32.29222222222222,10559,17,12,7,4,7,2,9
497,497,10576,52.104375000000005,50.73298850574712,74.12538461538462,52.17888888888889,49.29136363636364,63.50111111111111,25.0904,10576,80,87,26,63,44,9,25
498,498,10577,43.673625,42.75148936170213,65.97035714285714,41.15054545454546,45.16163636363636,36.785,24.0953125,10577,80,94,28,55,55,4,32
499,499,10651,45.75769662921349,49.06884353741496,74.52408163265306,51.86893333333333,49.13245454545454,53.54083333333333,22.393417721518983,10651,178,147,49,75,110,12,79
500,500,10711,48.52483870967742,45.318000000000005,77.48,54.56555555555556,43.97941176470588,15.79,27.7875,10711,31,25,7,18,17,2,12
501,501,10713,54.93967741935485,57.34434782608696,80.66230769230768,55.76461538461539,61.70461538461538,4.42,31.56571428571429,10713,31,23,13,13,13,1,14
502,502,10719,56.1803488372093,54.87907894736843,69.945,50.63903846153846,60.33311111111112,74.35000000000001,27.98318181818182,10719,86,76,36,52,45,7,22
503,503,10720,40.29285714285714,40.22893617021277,62.96833333333333,44.12583333333333,32.47392857142857,61.79,26.115333333333336,10720,35,47,12,24,28,3,15
504,504,10724,45.58864864864865,46.01302325581396,65.191875,45.32739130434783,44.26571428571429,43.830000000000005,27.65571428571429,10724,37,43,16,23,21,6,14
505,505,10790,58.39933333333333,49.99186046511628,70.61,54.345333333333336,38.0375,47.365,28.0,10790,15,43,18,15,20,2,3
506,506,10798,49.598333333333336,52.03569230769231,71.38041666666668,53.80774193548387,42.87166666666667,57.42666666666667,28.35538461538461,10798,42,65,24,31,36,3,13
507,507,10799,57.42290322580645,55.276274509803926,71.6164,58.86285714285714,47.89233333333333,71.312,29.39363636363636,10799,62,51,25,42,30,5,11
508,508,10821,57.11387096774193,55.626296296296296,68.43857142857142,57.04958333333334,50.26153846153846,89.17,33.75666666666667,10821,31,27,14,24,13,1,6
509,509,10833,39.416,53.984375,71.53555555555555,37.91375,39.265,47.195,19.776666666666667,10833,10,16,9,8,4,2,3
510,510,10862,58.29818181818182,55.716,81.66333333333334,60.90714285714286,41.355555555555554,61.575,32.67,10862,11,15,6,7,9,2,2
511,511,10875,56.952183406113534,52.643786982248514,73.41771428571428,54.42659090909091,57.336301369863016,64.3955,31.77108108108108,10875,229,169,70,88,146,20,74
512,512,10893,34.52142857142857,42.684,61.366666666666674,50.986666666666665,42.444,0.0,9.356666666666667,10893,14,15,3,9,10,1,6
513,513,10896,46.58349206349207,45.42727272727273,68.9676,44.59135802469136,43.48613636363636,50.01142857142857,26.24372093023256,10896,126,143,50,81,88,7,43
514,514,10897,50.83288043478261,55.16867403314917,73.84014084507042,56.05440860215055,51.83541666666667,51.21076923076923,29.368823529411763,10897,184,181,71,93,120,13,68
515,515,10899,55.817981651376144,55.94886363636363,72.54030303030302,59.06153846153846,55.936081081081085,63.19,32.006875,10899,109,88,33,52,74,6,32
516,516,10913,45.063986486486485,43.86880597014925,64.90761904761905,42.53922222222222,47.227065217391306,37.5025,27.747037037037035,10913,148,134,42,90,92,4,54
517,517,10986,59.09888888888889,48.68833333333333,78.02714285714286,50.353913043478265,54.88407407407408,43.95111111111111,41.17214285714285,10986,45,42,14,23,27,9,14
518,518,10988,49.15379310344828,60.85541666666666,77.425,44.43730769230769,67.83428571428571,44.20666666666667,29.0572,10988,58,48,24,26,28,3,25
519,519,10999,46.57028571428572,46.54382352941177,71.32111111111111,53.27153846153846,40.31315789473685,28.7175,25.829,10999,70,68,27,39,38,4,30
520,520,11089,48.687916666666666,58.177,79.524375,53.420625,50.63375,29.99,26.514545454545456,11089,24,30,16,16,8,3,11
521,521,11095,46.17037735849056,46.63174603174603,75.95809523809524,34.211470588235294,46.58684210526316,48.53857142857142,32.278125,11095,53,63,21,34,38,7,16
522,522,11157,52.026756756756754,47.1946,76.55933333333333,42.86333333333333,44.86461538461538,62.455,37.7325,11157,37,50,15,36,26,2,8
523,523,11172,52.683461538461536,44.01537037037037,71.83588235294118,44.3759375,40.5485,24.715,27.21777777777778,11172,26,54,17,32,20,2,9
524,524,11187,38.53875,48.72463343108504,67.19828220858895,36.12485981308412,30.555384615384614,24.226,18.075,11187,24,341,163,107,78,5,12
525,525,11193,45.6045652173913,53.317567567567565,70.86153846153846,55.97714285714286,46.41033333333333,50.998000000000005,23.324285714285715,11193,46,37,13,21,30,5,14
526,526,11195,54.23885714285714,49.20253521126761,70.20322580645161,46.47114285714286,55.94836734693877,38.294,26.39857142857143,11195,70,71,31,35,49,5,21
527,527,11208,50.49045454545455,45.35367647058824,64.02333333333334,46.43225,50.6336,32.669999999999995,29.2475,11208,66,68,21,40,50,3,20
528,528,11219,47.1197619047619,44.32952380952381,81.67,46.91769230769231,42.47911764705882,63.895,24.146153846153844,11219,42,42,9,26,34,2,13
529,529,11235,50.89664285714286,49.50975155279503,72.43057971014493,48.31371428571428,46.86901098901099,57.29166666666666,29.90423728813559,11235,140,161,69,70,91,12,59
530,530,11244,56.42076923076923,55.65,83.518,53.151250000000005,53.55,64.055,21.30333333333333,11244,13,16,5,8,11,2,3
531,531,11291,51.653636363636366,49.91611111111112,63.57333333333333,43.212857142857146,53.3125,23.55,39.47666666666667,11291,11,18,9,7,8,2,3
532,532,11331,64.37347826086956,50.98761904761905,65.84731707317073,45.99666666666666,45.793703703703706,78.99,37.8775,11331,23,84,41,33,27,2,4
533,533,11371,58.738,45.8239393939394,67.14833333333333,44.04933333333334,50.39578947368421,79.57,30.55666666666667,11371,20,33,12,15,19,1,6
534,534,11400,60.559000000000005,64.159375,77.53,55.01,62.5,58.053333333333335,31.476666666666663,11400,20,32,17,18,11,3,3
535,535,11401,50.90552795031056,58.83689024390244,75.68126582278481,50.904659090909085,54.62273684210526,71.11222222222221,28.841481481481484,11401,161,164,79,88,95,9,54
536,536,11435,46.09823529411764,44.8508,63.1209375,39.771470588235296,48.60833333333333,51.59400000000001,27.56233333333333,11435,68,75,32,34,42,5,30
537,537,11447,54.25142857142857,51.73719457013575,69.71777777777778,49.5703738317757,53.308584070796456,66.99722222222222,28.360151515151514,11447,182,221,99,107,113,18,66
538,538,11451,55.17111111111111,49.51323076923077,75.76181818181819,50.96416666666667,44.40057142857143,35.71666666666666,38.45857142857143,11451,45,65,22,36,35,3,14
539,539,11459,46.566,51.12957446808511,67.04291666666667,39.37863636363637,52.96666666666667,43.905,28.75733333333333,11459,40,47,24,22,24,2,15
540,540,11490,42.38978260869565,49.335,75.87928571428571,51.63428571428572,44.7171875,48.66666666666666,24.399565217391302,11490,46,40,14,14,32,3,23
541,541,11493,53.79657303370786,54.207,77.79554054054054,53.16298850574713,53.59307692307693,57.75777777777778,26.46725806451613,11493,178,180,74,87,117,18,62
542,542,11503,49.61469827586207,48.01700507614213,68.48411764705882,50.52735537190083,52.89125874125874,35.89636363636364,26.05720930232558,11503,232,197,68,121,143,11,86
543,543,11505,61.27166666666667,53.46066666666666,78.26166666666667,50.96857142857142,54.715,50.68,3.56,11505,12,15,6,7,12,1,1
544,544,11506,63.93066666666667,53.96928571428571,82.9042857142857,34.92125,66.77555555555556,0.14,63.4275,11506,15,14,7,8,9,1,4
545,545,11519,59.858125,50.41769230769231,69.4042857142857,55.24875,53.385,79.57,35.738,11519,16,13,7,8,8,1,5
546,546,11533,45.522,46.45829411764706,63.3087012987013,35.812318840579714,36.32108108108108,35.414,24.17,11533,25,170,77,69,37,5,7
547,547,11534,52.72208333333333,48.65724324324325,68.50107142857144,46.23833333333334,43.534333333333336,54.8425,27.28060606060606,11534,96,185,84,66,90,8,33
548,548,11562,43.96907894736842,48.06766666666667,70.42699999999999,53.547714285714285,46.46794871794872,55.02,22.239722222222223,11562,76,60,20,35,39,6,36
549,549,11563,47.20086956521739,48.65638888888888,75.828,47.94647058823529,35.77764705882353,33.26333333333333,25.24714285714285,11563,23,36,15,17,17,3,7
550,550,11572,54.985600000000005,49.1428125,67.93730769230768,49.87935483870968,49.83368421052632,52.84,31.78333333333333,11572,50,64,26,31,38,4,15
551,551,11577,47.12027027027027,46.68116279069768,72.5276923076923,55.270500000000006,40.89740740740741,44.405,26.28875,11577,37,43,13,20,27,4,16
552,552,11582,44.9075,50.11774193548387,67.61296296296297,44.61666666666667,48.22375,67.4325,19.68368421052632,11582,44,62,27,24,32,4,19
553,553,11586,34.431666666666665,43.36928571428571,68.03333333333333,46.77,28.606,46.833333333333336,22.65142857142857,11586,12,14,3,8,5,3,7
554,554,11588,52.41578125,50.49183333333333,70.97534883720931,48.12884615384616,51.02530864197531,73.83166666666666,27.741764705882357,11588,128,120,43,78,81,12,34
555,555,11593,39.131764705882354,30.65083333333333,68.75,44.01875,33.625,20.43,25.397,11593,17,12,2,8,8,1,10
556,556,11594,54.79787564766839,48.952638036809816,67.56706896551724,52.07207207207208,55.5104,55.35833333333333,25.0656,11594,193,163,58,111,125,12,50
557,557,11595,56.36024096385543,51.53502040816326,72.80279569892473,55.91021739130434,52.71544378698225,60.6578947368421,28.16133333333333,11595,249,245,93,138,169,19,75
558,558,11615,53.01499999999999,47.510000000000005,67.1625,41.14222222222222,49.666,33.47,6.14,11615,12,17,8,9,10,1,1
559,559,11624,48.41224489795918,48.74571428571429,69.94166666666666,45.74258064516129,43.93192307692308,60.344,29.54684210526316,11624,49,56,24,31,26,5,19
560,560,11658,47.56172413793103,41.22586206896552,66.13076923076923,36.41909090909091,38.2855,58.24,37.73692307692308,11658,29,29,13,11,20,1,13
561,561,11700,56.11054545454545,49.72954545454545,69.41811320754717,39.15122448979592,52.65357142857143,43.3225,33.765882352941176,11700,55,110,53,49,42,4,17
562,562,11710,37.46714285714285,52.51349206349206,69.83076923076922,43.52921568627451,36.79133333333333,64.975,11.272,11710,14,126,52,51,30,2,5
563,563,11726,54.52683544303797,42.79690476190476,63.50551724137932,46.53355555555556,48.009672131147546,70.452,29.82782608695652,11726,79,84,29,45,61,5,23
564,564,11747,54.75,43.838,67.9575,57.33941176470588,52.53611111111111,66.01,30.51214285714286,11747,38,20,8,17,18,1,14
565,565,11748,42.9685,46.196666666666665,64.08333333333333,38.09857142857143,54.914,60.06,25.875,11748,20,9,3,7,10,1,8
566,566,11758,54.89925,57.55104838709677,78.50981818181818,56.457121212121216,55.765352112676055,51.58888888888889,29.21837209302325,11758,120,124,55,66,71,9,43
567,567,11761,32.50266666666667,48.057272727272725,80.0575,45.0175,29.56833333333333,35.72,26.702,11761,15,11,4,4,6,2,10
568,568,11785,48.76476190476191,43.74978723404255,73.21176470588235,49.59692307692308,47.55114285714286,46.71,28.493548387096773,11785,63,47,17,26,35,1,31
569,569,11787,57.98407142857143,52.943333333333335,70.37,51.37441558441559,56.475060240963856,79.526,34.49155555555556,11787,140,138,63,77,83,10,45
570,570,11810,48.03857142857142,47.68509493670886,65.50401408450703,36.65801801801802,33.562333333333335,14.023,30.92142857142857,11810,14,316,142,111,60,10,7
571,571,11824,58.57521739130435,59.72552631578948,71.98058823529412,54.31692307692308,70.0384,79.57,33.172666666666665,11824,46,38,17,26,25,1,15
572,572,11851,49.262,42.8509649122807,60.20471698113207,38.61795454545455,27.511304347826087,30.636000000000003,31.47,11851,25,114,53,44,23,5,14
573,573,11899,54.676590038314174,59.86810344827586,79.48533333333333,56.92700854700855,57.24360544217687,65.6590909090909,32.29666666666667,11899,261,232,105,117,147,22,102
574,574,11900,57.90538461538461,44.243125,50.93555555555556,47.35888888888889,52.05833333333334,93.885,25.296666666666667,11900,13,16,9,9,6,2,3
575,575,11940,51.37217391304348,53.99741116751269,75.64733333333334,55.05648148148149,49.044754098360656,60.63857142857143,26.418064516129032,11940,184,197,75,108,122,14,62
576,576,12000,58.6104,57.40490797546012,76.74873015873015,56.75605504587156,58.65675925925926,57.01454545454545,34.68404255319149,12000,175,163,63,109,108,11,47
577,577,12001,52.50533333333333,52.15,63.025,53.2375,59.21833333333333,92.33,21.908,12001,15,11,6,8,6,1,5
578,578,12002,50.755696202531645,46.24764705882353,68.61399999999999,48.190659340659344,51.3145871559633,51.83444444444444,23.450769230769232,12002,158,153,50,91,109,9,52
579,579,12094,57.42166666666666,49.34825396825397,76.3195652173913,51.95261904761905,56.755,52.43714285714286,26.436666666666664,12094,72,63,23,42,42,7,21
580,580,12203,49.17238372093023,47.63229411764706,73.50224489795919,52.236516853932585,46.89132231404959,44.552307692307686,29.30642857142857,12203,172,170,49,89,121,13,70
581,581,12208,37.736,35.795625,54.61,37.41333333333333,29.3125,67.99,12.61,12208,10,16,5,9,8,1,3
