,PID,średnia_na_rozgrywce,średnia_na_obronie,Kokosy_na_Obronie,częściówka,końcówka,szlemik,Wpadka
154,03461,48.582499999999996,44.676829268292686,61.84277777777778,40.95423076923077,46.77227272727273,80.63499999999999,31.293076923076924
155,03526,56.61869565217391,63.22266666666667,71.29714285714286,59.69733333333333,66.3625,61.7,20.015
156,03577,36.902,53.21642857142857,68.74888888888889,51.44199999999999,42.34666666666667,79.57,19.636363636363637
157,03615,52.170149253731346,46.558169014084505,63.654137931034484,54.2490625,47.47673913043478,48.325,31.18
158,03636,52.61986725663717,52.80970212765958,74.65869047619047,53.29737179487179,50.03887218045113,56.59294117647059,29.569014084507042
159,03656,47.2763671875,52.386315789473684,69.20010869565218,49.97517006802721,51.352826086956526,42.24384615384615,28.70436170212766
160,03670,52.67506493506494,48.113058823529414,66.85896551724139,49.40543859649123,50.271499999999996,64.815,35.0140625
161,03715,44.486451612903224,35.89809523809524,70.05714285714285,54.145384615384614,36.940625,46.71,20.05933333333333
162,03731,45.717222222222226,45.38402298850575,80.21263157894737,45.86777777777778,47.0769014084507,66.87285714285714,24.41818181818182
163,03739,46.76529411764706,61.51800000000001,72.45,51.85111111111111,77.675,97.79,21.59875
164,03743,46.46831168831169,50.45166666666667,64.16862068965517,51.41026315789473,53.91975,42.79333333333333,24.491515151515152
165,03744,52.14972602739726,53.09808823529412,75.52866666666667,50.26684210526316,56.05386363636364,17.73,27.77076923076923
166,03751,44.10218085106383,45.67860169491525,65.50527472527472,47.50419642857143,39.70704545454545,51.138125,23.703698630136987
167,03757,46.845,49.236938775510204,66.45571428571428,48.5055,46.1488,32.2475,30.042666666666666
168,03758,46.845,49.236938775510204,66.45571428571428,48.5055,46.1488,32.2475,30.042666666666666
169,03759,52.85296296296296,66.23806451612903,80.10684210526315,61.725,53.41538461538461,58.2,28.343
170,03786,52.68643835616439,55.14366197183098,78.4565625,56.18166666666667,49.08512820512821,27.79,31.76448275862069
171,03790,50.80054054054054,57.38054545454545,75.49891304347825,56.57739130434783,52.794666666666664,48.464999999999996,27.8865
172,03800,50.877378048780486,53.34262068965518,73.03679245283018,59.02103896103896,53.596599999999995,49.32416666666666,25.54402985074627
173,03814,45.29882352941176,39.535000000000004,63.519999999999996,50.888999999999996,46.266666666666666,29.55,23.231428571428573
174,03855,53.11605263157895,55.05564516129032,77.61066666666667,52.88840909090909,52.579756097560974,63.88199999999999,17.76
175,03858,46.686800000000005,51.506206896551724,77.726,40.46133333333333,45.95227272727273,87.85,29.645
176,03908,41.616470588235295,41.21083333333333,89.155,42.71666666666667,52.06888888888889,28.55,16.21857142857143
177,03923,52.67506493506494,48.113058823529414,66.85896551724139,49.40543859649123,50.271499999999996,64.815,35.0140625
178,03966,49.74045454545455,43.592,66.40945945945946,47.38777777777778,43.109605263157896,32.13666666666666,32.012068965517244
179,04013,50.86,46.32156424581005,69.9148275862069,50.30088235294117,46.22278260869565,51.07384615384615,27.526140350877192
180,04017,48.36114754098361,52.023555555555554,70.97227272727274,49.2772,54.638125,3.78,28.675769230769234
181,04021,42.991640625,44.49268817204301,77.80952380952381,52.60672131147541,46.170857142857145,30.111666666666668,21.985873015873015
182,04025,43.036734693877555,45.998358208955224,78.86214285714286,53.934666666666665,48.09203703703703,34.6,21.242340425531914
183,04026,52.917857142857144,47.57545454545455,69.91260869565217,54.59439999999999,48.043055555555554,52.258,23.439999999999998
184,04030,48.36114754098361,52.023555555555554,70.97227272727274,49.2772,54.638125,3.78,28.675769230769234
185,04064,53.99141304347826,55.83881818181818,77.45866666666666,53.08936507936508,52.27016949152542,42.79,31.16
186,04066,51.336171875,55.410372670807455,77.36058823529413,50.42161290322581,49.02109756097561,47.201,29.184166666666663
187,04133,45.41212121212121,49.972857142857144,72.23192307692308,47.65652173913043,46.962098765432096,43.644999999999996,25.67411764705882
188,04136,37.547435897435896,49.103095238095236,78.42153846153846,41.31625,47.04096774193548,48.305,15.329473684210527
189,04146,55.82236842105263,53.85295454545455,77.56052631578947,47.97347826086957,54.36296296296296,39.94,33.833333333333336
190,04152,53.31840579710145,43.56923913043478,67.0878787878788,41.191,47.8162,42.665,35.5175
191,04153,63.66059701492538,61.90301369863014,81.43483870967742,57.33565217391305,60.96048780487805,56.128,49.54352941176471
192,04171,40.11092592592593,54.24076923076923,77.89782608695653,47.55096774193548,41.817083333333336,47.585,21.95125
193,04183,44.9151,47.981460674157304,74.99241379310345,48.16166666666666,49.42272727272727,46.406666666666666,23.737708333333334
194,04189,43.762166666666666,47.16105263157895,68.38714285714285,49.56514285714286,44.47113636363636,27.759999999999998,19.703200000000002
195,04235,43.762166666666666,47.16105263157895,68.38714285714285,49.56514285714286,44.47113636363636,27.759999999999998,19.703200000000002
196,04248,48.71285714285714,59.99369230769231,72.659,53.72702702702703,51.44064516129033,92.92,28.75133333333333
197,04250,56.7935632183908,57.0595890410959,78.76161290322581,56.3946875,55.29076086956522,65.83923076923077,34.61421052631579
198,04265,59.913783783783785,59.209848484848486,76.94941176470587,61.596785714285716,59.880961538461534,93.67500000000001,29.138333333333335
199,04267,51.33904761904761,52.644767441860466,75.05,49.24957446808511,54.077,34.42333333333333,32.39944444444444
200,04281,40.11092592592593,54.24076923076923,77.89782608695653,47.55096774193548,41.817083333333336,47.585,21.95125
201,04299,46.92666666666667,44.77275862068966,66.12363636363636,36.75928571428572,53.3975,48.85666666666666,20.192222222222224
202,04304,47.98346153846154,48.76397660818713,71.73138461538461,48.40550458715596,48.79560000000001,54.16181818181818,24.375735294117646
203,04317,40.40147540983607,47.15260869565218,72.19125,39.71324324324325,49.672222222222224,41.43,20.805806451612902
204,04325,46.27822222222222,44.93114285714285,62.26416666666666,44.305,51.752758620689654,58.225,24.491052631578945
205,04358,50.20445783132531,51.720978260869565,72.43025641025642,45.059200000000004,51.30634615384615,47.615,31.926428571428573
206,04381,53.71818181818182,46.690555555555555,65.87083333333334,49.35466666666667,46.800526315789476,50.120000000000005,34.244
207,04400,55.9103125,46.189499999999995,72.45714285714286,53.3525,57.26954545454546,89.62,26.133076923076924
208,04438,50.79333333333333,44.15764227642277,70.39046511627907,42.84685714285714,44.571304347826086,38.483333333333334,31.456774193548387
209,04441,52.869017094017096,52.54288537549407,73.91573033707866,52.63907284768212,49.711554054054055,72.41166666666668,30.580000000000002
210,04455,45.35727272727273,47.300000000000004,67.43666666666667,41.604375,46.121538461538464,60.56666666666666,16.395555555555557
211,04456,47.45747474747475,49.16809782608696,70.49472972972973,50.01657894736842,48.00926605504587,54.870000000000005,22.81662162162162
212,04480,51.3,51.4016049382716,74.50833333333334,56.35041666666667,58.70274193548387,45.870000000000005,23.720408163265304
213,04499,50.056714285714285,50.68437810945274,74.334,52.91245098039215,48.47022556390977,41.17133333333334,28.29098765432099
214,04506,47.30729032258065,51.362027027027025,74.26236363636363,50.150238095238095,47.834090909090904,35.93625,31.47455882352941
215,04556,44.81666666666666,60.80878787878788,80.682,58.54866666666667,49.944,85.386,24.754615384615384
216,04608,38.22279661016949,45.53318518518518,63.00592592592593,45.07142857142857,40.13275862068965,26.614166666666666,24.62508474576271
217,04615,49.688235294117646,61.13666666666666,76.33142857142856,56.8525,53.83857142857143,74.555,32.29222222222222
218,04634,47.844067796610176,45.93142857142857,68.2326923076923,48.227,45.6581081081081,33.53666666666667,28.363703703703706
219,04665,53.923125,59.82363636363636,76.784,65.42999999999999,67.22318181818183,38.74,17.90230769230769
220,04668,57.941071428571426,57.5784,67.21714285714286,60.9475,64.46,41.1,28.053333333333335
221,04672,53.09701754385965,48.288148148148146,76.32842105263158,54.01875,43.514761904761905,53.60333333333333,31.121333333333332
222,04720,50.63450331125828,51.34546583850932,74.23924528301886,50.135934065934066,51.174343434343434,56.035000000000004,28.447818181818185
223,04750,51.142881355932204,48.1666037735849,71.4378947368421,40.81366666666667,59.7255,1.55,27.180000000000003
224,04767,51.142881355932204,48.1666037735849,71.4378947368421,40.81366666666667,59.7255,1.55,27.180000000000003
225,04777,46.08646616541353,51.871401273885354,71.78870967741935,52.027272727272724,44.45651162790698,33.88666666666667,24.794888888888888
226,04780,54.529999999999994,51.78094936708861,66.64426829268292,40.5485,41.54520547945206,32.711666666666666,16.681
227,04782,45.550000000000004,47.399375,62.30733333333333,52.7590625,40.53523809523809,1.14,26.814615384615383
228,04791,42.93178571428571,47.89333333333333,67.05818181818182,40.834666666666664,49.11066666666667,30.11,29.098461538461535
229,04795,44.31765957446808,43.3028125,62.702916666666674,47.88393939393939,40.47115384615385,39.17,22.659565217391304
230,04806,55.16218181818182,47.32703947368421,66.88365853658537,37.87633928571428,43.345858585858586,25.304444444444446,27.095
231,04808,56.30526748971194,57.69245901639344,75.71490384615385,53.37560283687943,58.55126666666667,66.40764705882353,32.629466666666666
232,04818,41.29425,49.37184466019418,64.86960784313726,36.12683333333334,41.260892857142856,32.44444444444444,22.91842105263158
233,04872,49.42108108108108,42.83871428571429,74.78666666666666,40.44323529411764,41.143,51.553333333333335,35.336
234,04873,50.73893617021277,49.84319444444444,76.23130434782608,47.22714285714286,60.99045454545455,48.885999999999996,22.63
235,04914,32.80470588235294,39.8592,68.72466666666666,37.36096774193548,32.82642857142857,21.459999999999997,20.559166666666666
236,04945,46.67695652173913,44.5528125,68.32461538461538,39.62916666666667,43.23954545454546,36.74,18.456666666666667
237,04968,59.54510638297872,57.071639344262294,84.59476190476191,50.308749999999996,57.78628571428571,38.60666666666666,39.20111111111111
238,04992,50.037868020304565,50.29597402597403,71.30483146067417,49.95688,48.602890625,32.148125,30.707857142857147
239,05001,45.38291666666667,50.221666666666664,74.28666666666666,50.876,46.25142857142857,28.835,21.46090909090909
240,05010,43.60951351351351,48.16695364238411,76.64433962264151,45.90086021505376,48.348144329896904,34.07666666666667,23.193846153846152
241,05019,50.250497237569064,50.652927927927934,69.12142857142857,50.39063829787234,50.9863076923077,40.835,28.88526315789474
242,05055,52.58588235294118,51.34818181818182,68.33,53.8825,62.058947368421045,10.425,26.61583333333333
243,05090,31.48,49.03818181818181,46.32,53.63833333333333,52.065,58.24,16.15222222222222
244,05096,47.42429487179487,51.467411764705886,75.22758620689655,47.66892857142857,47.90967741935484,43.271,29.381509433962265
245,05102,56.025135135135145,56.26222222222222,65.69999999999999,53.40692307692307,67.58,92.92,32.54769230769231
246,05116,48.7162962962963,50.776774193548384,75.5281818181818,47.641333333333336,54.182,84.0,16.031818181818185
247,05123,54.33457142857143,52.87354679802956,77.34628205128206,52.390707964601766,54.40902255639097,52.47842105263158,27.956285714285716
