,średnia_na_rozgrywce,średnia_na_obronie,Kokosy_na_Obronie,częściówka,końcówka,szlemik,Wpadka,liczba_rozdan_na_rozgrywce,liczba_rozdan_na_obronie,liczba_rozdan_Kokosy_na_Obronie,liczba_rozdan_częściówka,liczba_rozdan_końcówka,liczba_rozdan_szlemik,liczba_rozdan_Wpadka
314,54.59,81.86,70.79,69.37,48.77,49.23,77.75,155,182,73,84,110,11,59
315,54.59,81.86,70.79,69.37,48.77,49.23,77.75,155,182,73,84,110,11,59
316,54.59,81.86,70.79,69.37,48.77,49.23,77.75,155,182,73,84,110,11,59
317,54.59,81.86,70.79,69.37,48.77,49.23,77.75,155,182,73,84,110,11,59
318,54.59,81.86,70.79,69.37,48.77,49.23,77.75,155,182,73,84,110,11,59
319,54.59,81.86,70.79,69.37,48.77,49.23,77.75,155,182,73,84,110,11,59
320,57.79,62.24,70.45,53.96,57.9,84.71,27.1,162,176,58,101,114,11,54
321,57.79,62.24,70.45,53.96,57.9,84.71,27.1,162,176,58,101,114,11,54
322,57.79,62.24,70.45,53.96,57.9,84.71,27.1,162,176,58,101,114,11,54
323,57.79,62.24,70.45,53.96,57.9,84.71,27.1,162,176,58,101,114,11,54
324,57.79,62.24,70.45,53.96,57.9,84.71,27.1,162,176,58,101,114,11,54
325,57.79,62.24,70.45,53.96,57.9,84.71,27.1,162,176,58,101,114,11,54
326,57.79,62.24,70.45,53.96,57.9,84.71,27.1,162,176,58,101,114,11,54
327,57.79,62.24,70.45,53.96,57.9,84.71,27.1,162,176,58,101,114,11,54
328,57.79,62.24,70.45,53.96,57.9,84.71,27.1,162,176,58,101,114,11,54
329,57.79,62.24,70.45,53.96,57.9,84.71,27.1,162,176,58,101,114,11,54
330,57.79,62.24,70.45,53.96,57.9,84.71,27.1,162,176,58,101,114,11,54
331,57.79,62.24,70.45,53.96,57.9,84.71,27.1,162,176,58,101,114,11,54
332,59.27,70.96,87.45,54.99,70.85,91.27,33.26,67,75,24,47,41,4,26
333,59.27,70.96,87.45,54.99,70.85,91.27,33.26,67,75,24,47,41,4,26
334,59.27,70.96,87.45,54.99,70.85,91.27,33.26,67,75,24,47,41,4,26
335,59.27,70.96,87.45,54.99,70.85,91.27,33.26,67,75,24,47,41,4,26
336,59.27,70.96,87.45,54.99,70.85,91.27,33.26,67,75,24,47,41,4,26
337,81.86,75.53,56.93,90.02,60.41,47.12,64.58,158,180,61,110,108,13,46
338,81.86,75.53,56.93,90.02,60.41,47.12,64.58,158,180,61,110,108,13,46
339,81.86,75.53,56.93,90.02,60.41,47.12,64.58,158,180,61,110,108,13,46
340,81.86,75.53,56.93,90.02,60.41,47.12,64.58,158,180,61,110,108,13,46
341,81.86,75.53,56.93,90.02,60.41,47.12,64.58,158,180,61,110,108,13,46
342,81.86,75.53,56.93,90.02,60.41,47.12,64.58,158,180,61,110,108,13,46
343,81.86,75.53,56.93,90.02,60.41,47.12,64.58,158,180,61,110,108,13,46
344,81.86,75.53,56.93,90.02,60.41,47.12,64.58,158,180,61,110,108,13,46
345,81.86,75.53,56.93,90.02,60.41,47.12,64.58,158,180,61,110,108,13,46
346,81.86,75.53,56.93,90.02,60.41,47.12,64.58,158,180,61,110,108,13,46
347,81.86,75.53,56.93,90.02,60.41,47.12,64.58,158,180,61,110,108,13,46
348,81.86,75.53,56.93,90.02,60.41,47.12,64.58,158,180,61,110,108,13,46
349,82.32,79.98,65.43,89.96,65.43,53.85,61.27,157,183,63,106,109,14,48
350,82.32,79.98,65.43,89.96,65.43,53.85,61.27,157,183,63,106,109,14,48
351,82.32,79.98,65.43,89.96,65.43,53.85,61.27,157,183,63,106,109,14,48
352,82.32,79.98,65.43,89.96,65.43,53.85,61.27,157,183,63,106,109,14,48
353,82.32,79.98,65.43,89.96,65.43,53.85,61.27,157,183,63,106,109,14,48
354,82.32,79.98,65.43,89.96,65.43,53.85,61.27,157,183,63,106,109,14,48
355,82.32,79.98,65.43,89.96,65.43,53.85,61.27,157,183,63,106,109,14,48
356,82.32,79.98,65.43,89.96,65.43,53.85,61.27,157,183,63,106,109,14,48
357,82.32,79.98,65.43,89.96,65.43,53.85,61.27,157,183,63,106,109,14,48
358,82.32,79.98,65.43,89.96,65.43,53.85,61.27,157,183,63,106,109,14,48
359,82.32,79.98,65.43,89.96,65.43,53.85,61.27,157,183,63,106,109,14,48
360,82.32,79.98,65.43,89.96,65.43,53.85,61.27,157,183,63,106,109,14,48
361,26.3,31.95,37.25,70.28,16.71,25.33,38.45,141,140,50,72,91,7,61
362,26.3,31.95,37.25,70.28,16.71,25.33,38.45,141,140,50,72,91,7,61
363,26.3,31.95,37.25,70.28,16.71,25.33,38.45,141,140,50,72,91,7,61
364,26.3,31.95,37.25,70.28,16.71,25.33,38.45,141,140,50,72,91,7,61
365,26.3,31.95,37.25,70.28,16.71,25.33,38.45,141,140,50,72,91,7,61
366,26.3,31.95,37.25,70.28,16.71,25.33,38.45,141,140,50,72,91,7,61
367,26.3,31.95,37.25,70.28,16.71,25.33,38.45,141,140,50,72,91,7,61
368,26.3,31.95,37.25,70.28,16.71,25.33,38.45,141,140,50,72,91,7,61
369,26.3,31.95,37.25,70.28,16.71,25.33,38.45,141,140,50,72,91,7,61
370,26.3,31.95,37.25,70.28,16.71,25.33,38.45,141,140,50,72,91,7,61
371,72.62,58.93,57.67,43.75,58.01,81.97,58.64,101,125,51,62,66,7,40
372,72.62,58.93,57.67,43.75,58.01,81.97,58.64,101,125,51,62,66,7,40
373,72.62,58.93,57.67,43.75,58.01,81.97,58.64,101,125,51,62,66,7,40
374,72.62,58.93,57.67,43.75,58.01,81.97,58.64,101,125,51,62,66,7,40
375,72.62,58.93,57.67,43.75,58.01,81.97,58.64,101,125,51,62,66,7,40
376,72.62,58.93,57.67,43.75,58.01,81.97,58.64,101,125,51,62,66,7,40
377,72.62,58.93,57.67,43.75,58.01,81.97,58.64,101,125,51,62,66,7,40
378,72.62,58.93,57.67,43.75,58.01,81.97,58.64,101,125,51,62,66,7,40
379,45.18,71.02,91.61,55.22,72.56,47.06,57.73,134,125,35,79,80,13,52
380,45.18,71.02,91.61,55.22,72.56,47.06,57.73,134,125,35,79,80,13,52
381,45.18,71.02,91.61,55.22,72.56,47.06,57.73,134,125,35,79,80,13,52
382,45.18,71.02,91.61,55.22,72.56,47.06,57.73,134,125,35,79,80,13,52
383,45.18,71.02,91.61,55.22,72.56,47.06,57.73,134,125,35,79,80,13,52
384,45.18,71.02,91.61,55.22,72.56,47.06,57.73,134,125,35,79,80,13,52
385,45.18,71.02,91.61,55.22,72.56,47.06,57.73,134,125,35,79,80,13,52
386,45.18,71.02,91.61,55.22,72.56,47.06,57.73,134,125,35,79,80,13,52
387,45.18,71.02,91.61,55.22,72.56,47.06,57.73,134,125,35,79,80,13,52
388,32.46,31.15,29.44,36.17,19.74,57.22,83.34,122,111,32,87,70,6,38
389,32.46,31.15,29.44,36.17,19.74,57.22,83.34,122,111,32,87,70,6,38
390,32.46,31.15,29.44,36.17,19.74,57.22,83.34,122,111,32,87,70,6,38
391,32.46,31.15,29.44,36.17,19.74,57.22,83.34,122,111,32,87,70,6,38
392,32.46,31.15,29.44,36.17,19.74,57.22,83.34,122,111,32,87,70,6,38
393,32.46,31.15,29.44,36.17,19.74,57.22,83.34,122,111,32,87,70,6,38
394,32.46,31.15,29.44,36.17,19.74,57.22,83.34,122,111,32,87,70,6,38
395,32.46,31.15,29.44,36.17,19.74,57.22,83.34,122,111,32,87,70,6,38
396,23.96,9.53,1.65,54.02,12.66,81.63,20.65,50,38,13,32,25,2,16
397,23.96,9.53,1.65,54.02,12.66,81.63,20.65,50,38,13,32,25,2,16
398,23.96,9.53,1.65,54.02,12.66,81.63,20.65,50,38,13,32,25,2,16
399,23.96,9.53,1.65,54.02,12.66,81.63,20.65,50,38,13,32,25,2,16
400,23.96,9.53,1.65,54.02,12.66,81.63,20.65,50,38,13,32,25,2,16
401,23.96,9.53,1.65,54.02,12.66,81.63,20.65,50,38,13,32,25,2,16
402,76.04,50.83,32.63,65.37,69.65,17.46,72.5,105,119,45,60,76,3,40
403,76.04,50.83,32.63,65.37,69.65,17.46,72.5,105,119,45,60,76,3,40
404,76.04,50.83,32.63,65.37,69.65,17.46,72.5,105,119,45,60,76,3,40
405,76.04,50.83,32.63,65.37,69.65,17.46,72.5,105,119,45,60,76,3,40
406,76.04,50.83,32.63,65.37,69.65,17.46,72.5,105,119,45,60,76,3,40
407,76.04,50.83,32.63,65.37,69.65,17.46,72.5,105,119,45,60,76,3,40
408,76.04,50.83,32.63,65.37,69.65,17.46,72.5,105,119,45,60,76,3,40
409,76.04,50.83,32.63,65.37,69.65,17.46,72.5,105,119,45,60,76,3,40
410,39.36,34.34,35.48,36.85,23.67,57.39,17.8,77,95,34,55,56,4,23
411,39.36,34.34,35.48,36.85,23.67,57.39,17.8,77,95,34,55,56,4,23
412,39.36,34.34,35.48,36.85,23.67,57.39,17.8,77,95,34,55,56,4,23
413,39.36,34.34,35.48,36.85,23.67,57.39,17.8,77,95,34,55,56,4,23
414,39.36,34.34,35.48,36.85,23.67,57.39,17.8,77,95,34,55,56,4,23
415,39.36,34.34,35.48,36.85,23.67,57.39,17.8,77,95,34,55,56,4,23
416,34.8,62.29,40.27,55.11,61.55,45.01,31.15,206,195,77,99,127,14,84
417,34.8,62.29,40.27,55.11,61.55,45.01,31.15,206,195,77,99,127,14,84
418,34.8,62.29,40.27,55.11,61.55,45.01,31.15,206,195,77,99,127,14,84
419,34.8,62.29,40.27,55.11,61.55,45.01,31.15,206,195,77,99,127,14,84
420,34.8,62.29,40.27,55.11,61.55,45.01,31.15,206,195,77,99,127,14,84
421,34.8,62.29,40.27,55.11,61.55,45.01,31.15,206,195,77,99,127,14,84
422,34.8,62.29,40.27,55.11,61.55,45.01,31.15,206,195,77,99,127,14,84
423,34.8,62.29,40.27,55.11,61.55,45.01,31.15,206,195,77,99,127,14,84
424,34.8,62.29,40.27,55.11,61.55,45.01,31.15,206,195,77,99,127,14,84
425,34.8,62.29,40.27,55.11,61.55,45.01,31.15,206,195,77,99,127,14,84
426,34.8,62.29,40.27,55.11,61.55,45.01,31.15,206,195,77,99,127,14,84
427,34.8,62.29,40.27,55.11,61.55,45.01,31.15,206,195,77,99,127,14,84
428,34.8,62.29,40.27,55.11,61.55,45.01,31.15,206,195,77,99,127,14,84
429,34.8,62.29,40.27,55.11,61.55,45.01,31.15,206,195,77,99,127,14,84
430,70.11,33.66,37.88,47.69,68.97,75.07,32.69,144,138,44,86,98,8,46
431,70.11,33.66,37.88,47.69,68.97,75.07,32.69,144,138,44,86,98,8,46
432,70.11,33.66,37.88,47.69,68.97,75.07,32.69,144,138,44,86,98,8,46
433,70.11,33.66,37.88,47.69,68.97,75.07,32.69,144,138,44,86,98,8,46
434,70.11,33.66,37.88,47.69,68.97,75.07,32.69,144,138,44,86,98,8,46
435,70.11,33.66,37.88,47.69,68.97,75.07,32.69,144,138,44,86,98,8,46
436,70.11,33.66,37.88,47.69,68.97,75.07,32.69,144,138,44,86,98,8,46
437,70.11,33.66,37.88,47.69,68.97,75.07,32.69,144,138,44,86,98,8,46
438,70.11,33.66,37.88,47.69,68.97,75.07,32.69,144,138,44,86,98,8,46
439,70.11,33.66,37.88,47.69,68.97,75.07,32.69,144,138,44,86,98,8,46
440,63.38,37.54,37.71,48.43,70.11,61.78,28.86,158,153,50,91,109,9,52
441,63.38,37.54,37.71,48.43,70.11,61.78,28.86,158,153,50,91,109,9,52
442,63.38,37.54,37.71,48.43,70.11,61.78,28.86,158,153,50,91,109,9,52
443,63.38,37.54,37.71,48.43,70.11,61.78,28.86,158,153,50,91,109,9,52
444,63.38,37.54,37.71,48.43,70.11,61.78,28.86,158,153,50,91,109,9,52
445,63.38,37.54,37.71,48.43,70.11,61.78,28.86,158,153,50,91,109,9,52
446,63.38,37.54,37.71,48.43,70.11,61.78,28.86,158,153,50,91,109,9,52
447,63.38,37.54,37.71,48.43,70.11,61.78,28.86,158,153,50,91,109,9,52
448,63.38,37.54,37.71,48.43,70.11,61.78,28.86,158,153,50,91,109,9,52
449,63.38,37.54,37.71,48.43,70.11,61.78,28.86,158,153,50,91,109,9,52
450,63.38,37.54,37.71,48.43,70.11,61.78,28.86,158,153,50,91,109,9,52
451,14.6,1.83,1.08,14.95,11.98,6.67,26.07,38,50,9,33,25,5,16
452,14.6,1.83,1.08,14.95,11.98,6.67,26.07,38,50,9,33,25,5,16
453,14.6,1.83,1.08,14.95,11.98,6.67,26.07,38,50,9,33,25,5,16
454,11.47,14.89,42.56,10.95,15.63,32.69,35.31,123,125,39,68,81,6,54
455,11.47,14.89,42.56,10.95,15.63,32.69,35.31,123,125,39,68,81,6,54
456,11.47,14.89,42.56,10.95,15.63,32.69,35.31,123,125,39,68,81,6,54
457,11.47,14.89,42.56,10.95,15.63,32.69,35.31,123,125,39,68,81,6,54
458,11.47,14.89,42.56,10.95,15.63,32.69,35.31,123,125,39,68,81,6,54
459,11.47,14.89,42.56,10.95,15.63,32.69,35.31,123,125,39,68,81,6,54
460,11.47,14.89,42.56,10.95,15.63,32.69,35.31,123,125,39,68,81,6,54
461,11.47,14.89,42.56,10.95,15.63,32.69,35.31,123,125,39,68,81,6,54
462,11.47,14.89,42.56,10.95,15.63,32.69,35.31,123,125,39,68,81,6,54
463,19.97,25.5,30.69,24.53,21.73,21.33,60.64,215,212,73,131,121,17,85
464,19.97,25.5,30.69,24.53,21.73,21.33,60.64,215,212,73,131,121,17,85
465,19.97,25.5,30.69,24.53,21.73,21.33,60.64,215,212,73,131,121,17,85
466,19.97,25.5,30.69,24.53,21.73,21.33,60.64,215,212,73,131,121,17,85
467,19.97,25.5,30.69,24.53,21.73,21.33,60.64,215,212,73,131,121,17,85
468,19.97,25.5,30.69,24.53,21.73,21.33,60.64,215,212,73,131,121,17,85
469,19.97,25.5,30.69,24.53,21.73,21.33,60.64,215,212,73,131,121,17,85
470,19.97,25.5,30.69,24.53,21.73,21.33,60.64,215,212,73,131,121,17,85
471,19.97,25.5,30.69,24.53,21.73,21.33,60.64,215,212,73,131,121,17,85
472,19.97,25.5,30.69,24.53,21.73,21.33,60.64,215,212,73,131,121,17,85
473,19.97,25.5,30.69,24.53,21.73,21.33,60.64,215,212,73,131,121,17,85
474,19.97,25.5,30.69,24.53,21.73,21.33,60.64,215,212,73,131,121,17,85
475,19.97,25.5,30.69,24.53,21.73,21.33,60.64,215,212,73,131,121,17,85
476,19.97,25.5,30.69,24.53,21.73,21.33,60.64,215,212,73,131,121,17,85
477,19.97,25.5,30.69,24.53,21.73,21.33,60.64,215,212,73,131,121,17,85
478,19.97,25.5,30.69,24.53,21.73,21.33,60.64,215,212,73,131,121,17,85
479,64.69,63.26,52.65,53.17,56.59,57.44,48.72,188,247,85,145,123,24,58
480,64.69,63.26,52.65,53.17,56.59,57.44,48.72,188,247,85,145,123,24,58
481,64.69,63.26,52.65,53.17,56.59,57.44,48.72,188,247,85,145,123,24,58
482,64.69,63.26,52.65,53.17,56.59,57.44,48.72,188,247,85,145,123,24,58
483,64.69,63.26,52.65,53.17,56.59,57.44,48.72,188,247,85,145,123,24,58
484,64.69,63.26,52.65,53.17,56.59,57.44,48.72,188,247,85,145,123,24,58
485,64.69,63.26,52.65,53.17,56.59,57.44,48.72,188,247,85,145,123,24,58
486,64.69,63.26,52.65,53.17,56.59,57.44,48.72,188,247,85,145,123,24,58
487,64.69,63.26,52.65,53.17,56.59,57.44,48.72,188,247,85,145,123,24,58
488,64.69,63.26,52.65,53.17,56.59,57.44,48.72,188,247,85,145,123,24,58
489,64.69,63.26,52.65,53.17,56.59,57.44,48.72,188,247,85,145,123,24,58
490,64.69,63.26,52.65,53.17,56.59,57.44,48.72,188,247,85,145,123,24,58
491,64.69,63.26,52.65,53.17,56.59,57.44,48.72,188,247,85,145,123,24,58
492,64.69,63.26,52.65,53.17,56.59,57.44,48.72,188,247,85,145,123,24,58
493,64.69,63.26,52.65,53.17,56.59,57.44,48.72,188,247,85,145,123,24,58
494,64.69,63.26,52.65,53.17,56.59,57.44,48.72,188,247,85,145,123,24,58
495,29.21,23.79,30.29,33.37,51.63,26.81,42.78,189,147,48,96,103,14,75
496,29.21,23.79,30.29,33.37,51.63,26.81,42.78,189,147,48,96,103,14,75
497,29.21,23.79,30.29,33.37,51.63,26.81,42.78,189,147,48,96,103,14,75
498,29.21,23.79,30.29,33.37,51.63,26.81,42.78,189,147,48,96,103,14,75
499,29.21,23.79,30.29,33.37,51.63,26.81,42.78,189,147,48,96,103,14,75
500,29.21,23.79,30.29,33.37,51.63,26.81,42.78,189,147,48,96,103,14,75
501,29.21,23.79,30.29,33.37,51.63,26.81,42.78,189,147,48,96,103,14,75
502,29.21,23.79,30.29,33.37,51.63,26.81,42.78,189,147,48,96,103,14,75
503,29.21,23.79,30.29,33.37,51.63,26.81,42.78,189,147,48,96,103,14,75
504,29.21,23.79,30.29,33.37,51.63,26.81,42.78,189,147,48,96,103,14,75
505,29.21,23.79,30.29,33.37,51.63,26.81,42.78,189,147,48,96,103,14,75
506,29.21,23.79,30.29,33.37,51.63,26.81,42.78,189,147,48,96,103,14,75
507,92.81,85.68,67.88,94.3,86.77,80.26,32.63,63,77,26,42,47,6,19
508,92.81,85.68,67.88,94.3,86.77,80.26,32.63,63,77,26,42,47,6,19
509,92.81,85.68,67.88,94.3,86.77,80.26,32.63,63,77,26,42,47,6,19
510,92.81,85.68,67.88,94.3,86.77,80.26,32.63,63,77,26,42,47,6,19
511,92.81,85.68,67.88,94.3,86.77,80.26,32.63,63,77,26,42,47,6,19
512,34.28,41.07,62.29,28.92,41.99,57.1,69.08,167,166,49,93,110,12,69
513,34.28,41.07,62.29,28.92,41.99,57.1,69.08,167,166,49,93,110,12,69
514,34.28,41.07,62.29,28.92,41.99,57.1,69.08,167,166,49,93,110,12,69
515,34.28,41.07,62.29,28.92,41.99,57.1,69.08,167,166,49,93,110,12,69
516,34.28,41.07,62.29,28.92,41.99,57.1,69.08,167,166,49,93,110,12,69
517,34.28,41.07,62.29,28.92,41.99,57.1,69.08,167,166,49,93,110,12,69
518,34.28,41.07,62.29,28.92,41.99,57.1,69.08,167,166,49,93,110,12,69
519,34.28,41.07,62.29,28.92,41.99,57.1,69.08,167,166,49,93,110,12,69
520,34.28,41.07,62.29,28.92,41.99,57.1,69.08,167,166,49,93,110,12,69
521,34.28,41.07,62.29,28.92,41.99,57.1,69.08,167,166,49,93,110,12,69
522,34.28,41.07,62.29,28.92,41.99,57.1,69.08,167,166,49,93,110,12,69
523,34.28,41.07,62.29,28.92,41.99,57.1,69.08,167,166,49,93,110,12,69
524,8.61,15.4,42.38,9.41,14.72,11.07,65.43,118,103,32,57,69,5,58
525,8.61,15.4,42.38,9.41,14.72,11.07,65.43,118,103,32,57,69,5,58
526,8.61,15.4,42.38,9.41,14.72,11.07,65.43,118,103,32,57,69,5,58
527,8.61,15.4,42.38,9.41,14.72,11.07,65.43,118,103,32,57,69,5,58
528,8.61,15.4,42.38,9.41,14.72,11.07,65.43,118,103,32,57,69,5,58
529,8.61,15.4,42.38,9.41,14.72,11.07,65.43,118,103,32,57,69,5,58
530,8.61,15.4,42.38,9.41,14.72,11.07,65.43,118,103,32,57,69,5,58
531,8.61,15.4,42.38,9.41,14.72,11.07,65.43,118,103,32,57,69,5,58
532,28.81,37.31,32.29,75.3,52.25,52.65,14.26,162,142,47,69,103,10,75
533,28.81,37.31,32.29,75.3,52.25,52.65,14.26,162,142,47,69,103,10,75
534,28.81,37.31,32.29,75.3,52.25,52.65,14.26,162,142,47,69,103,10,75
535,28.81,37.31,32.29,75.3,52.25,52.65,14.26,162,142,47,69,103,10,75
536,28.81,37.31,32.29,75.3,52.25,52.65,14.26,162,142,47,69,103,10,75
537,28.81,37.31,32.29,75.3,52.25,52.65,14.26,162,142,47,69,103,10,75
538,28.81,37.31,32.29,75.3,52.25,52.65,14.26,162,142,47,69,103,10,75
539,28.81,37.31,32.29,75.3,52.25,52.65,14.26,162,142,47,69,103,10,75
540,28.81,37.31,32.29,75.3,52.25,52.65,14.26,162,142,47,69,103,10,75
541,28.81,37.31,32.29,75.3,52.25,52.65,14.26,162,142,47,69,103,10,75
542,28.81,37.31,32.29,75.3,52.25,52.65,14.26,162,142,47,69,103,10,75
543,74.04,88.99,81.8,53.39,79.18,80.89,78.89,168,160,69,99,97,12,51
544,74.04,88.99,81.8,53.39,79.18,80.89,78.89,168,160,69,99,97,12,51
545,74.04,88.99,81.8,53.39,79.18,80.89,78.89,168,160,69,99,97,12,51
546,74.04,88.99,81.8,53.39,79.18,80.89,78.89,168,160,69,99,97,12,51
547,74.04,88.99,81.8,53.39,79.18,80.89,78.89,168,160,69,99,97,12,51
548,74.04,88.99,81.8,53.39,79.18,80.89,78.89,168,160,69,99,97,12,51
549,74.04,88.99,81.8,53.39,79.18,80.89,78.89,168,160,69,99,97,12,51
550,74.04,88.99,81.8,53.39,79.18,80.89,78.89,168,160,69,99,97,12,51
551,74.04,88.99,81.8,53.39,79.18,80.89,78.89,168,160,69,99,97,12,51
552,74.04,88.99,81.8,53.39,79.18,80.89,78.89,168,160,69,99,97,12,51
553,74.04,88.99,81.8,53.39,79.18,80.89,78.89,168,160,69,99,97,12,51
554,74.04,88.99,81.8,53.39,79.18,80.89,78.89,168,160,69,99,97,12,51
555,64.86,95.95,80.72,66.34,85.0,90.76,66.29,161,164,79,88,95,9,54
556,64.86,95.95,80.72,66.34,85.0,90.76,66.29,161,164,79,88,95,9,54
557,64.86,95.95,80.72,66.34,85.0,90.76,66.29,161,164,79,88,95,9,54
558,64.86,95.95,80.72,66.34,85.0,90.76,66.29,161,164,79,88,95,9,54
559,64.86,95.95,80.72,66.34,85.0,90.76,66.29,161,164,79,88,95,9,54
560,64.86,95.95,80.72,66.34,85.0,90.76,66.29,161,164,79,88,95,9,54
561,64.86,95.95,80.72,66.34,85.0,90.76,66.29,161,164,79,88,95,9,54
562,64.86,95.95,80.72,66.34,85.0,90.76,66.29,161,164,79,88,95,9,54
563,64.86,95.95,80.72,66.34,85.0,90.76,66.29,161,164,79,88,95,9,54
564,64.86,95.95,80.72,66.34,85.0,90.76,66.29,161,164,79,88,95,9,54
565,64.86,95.95,80.72,66.34,85.0,90.76,66.29,161,164,79,88,95,9,54
566,64.86,95.95,80.72,66.34,85.0,90.76,66.29,161,164,79,88,95,9,54
567,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
568,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
569,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
570,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
571,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
572,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
573,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
574,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
575,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
576,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
577,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
578,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
579,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
580,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
581,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
582,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
583,45.69,54.19,40.33,37.19,52.48,77.98,30.52,206,240,97,110,146,14,79
584,42.38,48.55,12.89,48.49,69.71,41.02,49.63,150,156,58,81,99,9,59
585,42.38,48.55,12.89,48.49,69.71,41.02,49.63,150,156,58,81,99,9,59
586,42.38,48.55,12.89,48.49,69.71,41.02,49.63,150,156,58,81,99,9,59
587,42.38,48.55,12.89,48.49,69.71,41.02,49.63,150,156,58,81,99,9,59
588,42.38,48.55,12.89,48.49,69.71,41.02,49.63,150,156,58,81,99,9,59
589,42.38,48.55,12.89,48.49,69.71,41.02,49.63,150,156,58,81,99,9,59
590,42.38,48.55,12.89,48.49,69.71,41.02,49.63,150,156,58,81,99,9,59
591,42.38,48.55,12.89,48.49,69.71,41.02,49.63,150,156,58,81,99,9,59
592,42.38,48.55,12.89,48.49,69.71,41.02,49.63,150,156,58,81,99,9,59
593,42.38,48.55,12.89,48.49,69.71,41.02,49.63,150,156,58,81,99,9,59
594,42.38,48.55,12.89,48.49,69.71,41.02,49.63,150,156,58,81,99,9,59
595,72.45,68.97,65.77,85.85,53.68,66.12,49.23,156,152,56,90,97,14,51
596,72.45,68.97,65.77,85.85,53.68,66.12,49.23,156,152,56,90,97,14,51
597,72.45,68.97,65.77,85.85,53.68,66.12,49.23,156,152,56,90,97,14,51
598,72.45,68.97,65.77,85.85,53.68,66.12,49.23,156,152,56,90,97,14,51
599,72.45,68.97,65.77,85.85,53.68,66.12,49.23,156,152,56,90,97,14,51
600,72.45,68.97,65.77,85.85,53.68,66.12,49.23,156,152,56,90,97,14,51
601,72.45,68.97,65.77,85.85,53.68,66.12,49.23,156,152,56,90,97,14,51
602,72.45,68.97,65.77,85.85,53.68,66.12,49.23,156,152,56,90,97,14,51
603,72.45,68.97,65.77,85.85,53.68,66.12,49.23,156,152,56,90,97,14,51
604,72.45,68.97,65.77,85.85,53.68,66.12,49.23,156,152,56,90,97,14,51
605,72.45,68.97,65.77,85.85,53.68,66.12,49.23,156,152,56,90,97,14,51
606,57.27,88.19,74.84,61.27,54.31,56.3,41.59,149,153,74,76,106,4,42
607,57.27,88.19,74.84,61.27,54.31,56.3,41.59,149,153,74,76,106,4,42
608,57.27,88.19,74.84,61.27,54.31,56.3,41.59,149,153,74,76,106,4,42
609,57.27,88.19,74.84,61.27,54.31,56.3,41.59,149,153,74,76,106,4,42
610,57.27,88.19,74.84,61.27,54.31,56.3,41.59,149,153,74,76,106,4,42
611,57.27,88.19,74.84,61.27,54.31,56.3,41.59,149,153,74,76,106,4,42
612,57.27,88.19,74.84,61.27,54.31,56.3,41.59,149,153,74,76,106,4,42
613,57.27,88.19,74.84,61.27,54.31,56.3,41.59,149,153,74,76,106,4,42
614,57.27,88.19,74.84,61.27,54.31,56.3,41.59,149,153,74,76,106,4,42
615,57.27,88.19,74.84,61.27,54.31,56.3,41.59,149,153,74,76,106,4,42
616,57.27,88.19,74.84,61.27,54.31,56.3,41.59,149,153,74,76,106,4,42
617,55.5,33.03,52.08,44.95,54.25,40.9,39.02,190,201,59,114,136,17,65
618,55.5,33.03,52.08,44.95,54.25,40.9,39.02,190,201,59,114,136,17,65
619,55.5,33.03,52.08,44.95,54.25,40.9,39.02,190,201,59,114,136,17,65
620,55.5,33.03,52.08,44.95,54.25,40.9,39.02,190,201,59,114,136,17,65
621,55.5,33.03,52.08,44.95,54.25,40.9,39.02,190,201,59,114,136,17,65
622,55.5,33.03,52.08,44.95,54.25,40.9,39.02,190,201,59,114,136,17,65
623,55.5,33.03,52.08,44.95,54.25,40.9,39.02,190,201,59,114,136,17,65
624,55.5,33.03,52.08,44.95,54.25,40.9,39.02,190,201,59,114,136,17,65
625,55.5,33.03,52.08,44.95,54.25,40.9,39.02,190,201,59,114,136,17,65
626,55.5,33.03,52.08,44.95,54.25,40.9,39.02,190,201,59,114,136,17,65
627,55.5,33.03,52.08,44.95,54.25,40.9,39.02,190,201,59,114,136,17,65
