,wk,średnia_na_rozgrywcecat,średnia_na_obroniecat,Kokosy_na_Obroniecat,częściówkacat,końcówkacat,szlemikcat,Wpadkacat,liczba_rozdan_na_rozgrywcecat,liczba_rozdan_na_obroniecat,liczba_rozdan_Kokosy_na_Obroniecat,liczba_rozdan_częściówkacat,liczba_rozdan_końcówkacat,liczba_rozdan_szlemikcat,liczba_rozdan_Wpadkacat
0,4.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
1,4.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
2,4.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
3,4.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
4,4.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
5,4.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
6,3.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
7,3.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
8,3.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
9,3.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
10,3.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
11,3.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
12,3.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
13,3.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
14,3.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
15,3.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
16,3.0,2,3,4,2,4,3,1,4,2,2,3,3,4,4
17,4.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
18,4.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
19,4.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
20,4.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
21,4.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
22,4.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
23,4.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
24,4.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
25,4.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
26,4.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
27,4.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
28,4.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
29,4.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
30,4.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
31,3.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
32,3.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
33,3.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
34,3.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
35,3.0,2,3,3,3,4,3,1,4,2,2,4,4,4,4
36,0.0,4,2,3,3,2,4,2,0,0,0,0,0,0,0
37,0.0,4,2,3,3,2,4,2,0,0,0,0,0,0,0
38,0.0,4,2,3,3,2,4,2,0,0,0,0,0,0,0
39,3.0,1,2,4,3,1,0,0,0,0,0,0,0,0,0
40,3.0,1,2,4,3,1,0,0,0,0,0,0,0,0,0
41,3.0,1,2,4,3,1,0,0,0,0,0,0,0,0,0
42,3.0,3,3,0,2,4,3,4,1,1,1,1,1,0,1
43,3.0,3,3,0,2,4,3,4,1,1,1,1,1,0,1
44,3.0,3,3,0,2,4,3,4,1,1,1,1,1,0,1
45,3.0,3,3,0,2,4,3,4,1,1,1,1,1,0,1
46,3.0,3,3,0,2,4,3,4,1,1,1,1,1,0,1
47,3.0,3,3,0,2,4,3,4,1,1,1,1,1,0,1
48,3.0,3,3,0,2,4,3,4,1,1,1,1,1,0,1
49,0.5,1,1,4,2,1,4,1,1,0,0,1,0,0,1
50,0.5,1,1,4,2,1,4,1,1,0,0,1,0,0,1
51,0.5,1,1,4,2,1,4,1,1,0,0,1,0,0,1
52,0.5,1,1,4,2,1,4,1,1,0,0,1,0,0,1
53,0.5,1,1,4,2,1,4,1,1,0,0,1,0,0,1
54,4.0,3,4,2,3,3,3,3,2,2,2,2,2,1,2
55,4.0,3,4,2,3,3,3,3,2,2,2,2,2,1,2
56,4.0,3,4,2,3,3,3,3,2,2,2,2,2,1,2
57,4.0,3,4,2,3,3,3,3,2,2,2,2,2,1,2
58,4.0,3,4,2,3,3,3,3,2,2,2,2,2,1,2
59,3.0,3,4,2,3,3,3,3,2,2,2,2,2,1,2
60,3.0,3,4,2,3,3,3,3,2,2,2,2,2,1,2
61,3.0,3,4,2,3,3,3,3,2,2,2,2,2,1,2
62,3.0,3,4,2,3,3,3,3,2,2,2,2,2,1,2
63,3.0,3,4,2,3,3,3,3,2,2,2,2,2,1,2
64,3.0,3,4,2,3,3,3,3,2,2,2,2,2,1,2
65,3.0,3,4,2,3,3,3,3,2,2,2,2,2,1,2
66,2.5,4,4,4,4,2,4,3,1,0,1,1,1,0,1
67,2.0,4,4,4,4,2,4,3,1,0,1,1,1,0,1
68,2.0,4,4,4,4,2,4,3,1,0,1,1,1,0,1
69,2.0,4,4,4,4,2,4,3,1,0,1,1,1,0,1
70,2.0,4,4,4,4,2,4,3,1,0,1,1,1,0,1
71,2.0,4,4,4,4,2,4,3,1,0,1,1,1,0,1
72,4.0,4,4,3,3,4,3,4,2,1,1,2,1,1,1
73,4.0,4,4,3,3,4,3,4,2,1,1,2,1,1,1
74,0.0,4,4,3,3,4,3,4,2,1,1,2,1,1,1
75,4.0,4,4,3,3,4,3,4,2,1,1,2,1,1,1
76,4.0,4,4,3,3,4,3,4,2,1,1,2,1,1,1
77,4.0,4,4,3,3,4,3,4,2,1,1,2,1,1,1
78,4.0,4,4,3,3,4,3,4,2,1,1,2,1,1,1
79,4.0,4,4,3,3,4,3,4,2,1,1,2,1,1,1
80,4.0,4,4,3,3,4,3,4,2,1,1,2,1,1,1
81,2.5,3,4,3,4,4,4,2,1,1,1,1,1,1,1
82,2.5,3,4,3,4,4,4,2,1,1,1,1,1,1,1
83,2.5,3,4,3,4,4,4,2,1,1,1,1,1,1,1
84,2.5,3,4,3,4,4,4,2,1,1,1,1,1,1,1
85,2.5,3,4,3,4,4,4,2,1,1,1,1,1,1,1
86,2.0,3,4,3,4,4,4,2,1,1,1,1,1,1,1
87,2.0,3,4,3,4,4,4,2,1,1,1,1,1,1,1
88,3.0,3,4,3,4,4,4,2,1,1,1,1,1,1,1
89,3.0,3,4,3,4,4,4,2,1,1,1,1,1,1,1
90,3.0,3,4,3,4,4,4,2,1,1,1,1,1,1,1
91,3.0,3,4,3,4,4,4,2,1,1,1,1,1,1,1
92,3.0,3,4,3,4,4,4,2,1,1,1,1,1,1,1
93,3.0,3,4,3,4,4,4,2,1,1,1,1,1,1,1
94,3.0,3,4,3,4,4,4,2,1,1,1,1,1,1,1
95,2.0,1,1,0,2,0,3,2,2,1,1,2,2,1,1
96,2.0,1,1,0,2,0,3,2,2,1,1,2,2,1,1
97,2.0,1,1,0,2,0,3,2,2,1,1,2,2,1,1
98,2.0,1,1,0,2,0,3,2,2,1,1,2,2,1,1
99,1.5,1,1,0,2,0,3,2,2,1,1,2,2,1,1
100,1.5,1,1,0,2,0,3,2,2,1,1,2,2,1,1
101,1.5,1,1,0,2,0,3,2,2,1,1,2,2,1,1
102,1.5,1,1,0,2,0,3,2,2,1,1,2,2,1,1
103,1.5,1,1,0,2,0,3,2,2,1,1,2,2,1,1
104,1.5,1,1,0,2,0,3,2,2,1,1,2,2,1,1
105,2.0,1,1,0,2,0,3,2,2,1,1,2,2,1,1
106,2.0,1,1,0,2,0,3,2,2,1,1,2,2,1,1
107,2.0,1,1,0,2,0,3,2,2,1,1,2,2,1,1
108,2.0,1,1,0,2,0,3,2,2,1,1,2,2,1,1
109,2.0,1,1,0,2,0,3,2,2,1,1,2,2,1,1
110,2.0,1,1,0,2,0,3,2,2,1,1,2,2,1,1
111,2.0,1,1,0,2,0,3,2,2,1,1,2,2,1,1
112,2.0,1,1,0,2,0,3,2,2,1,1,2,2,1,1
113,2.0,1,1,0,2,0,3,2,2,1,1,2,2,1,1
114,2.0,1,1,0,2,0,3,2,2,1,1,2,2,1,1
115,1.0,4,4,4,4,3,4,3,0,0,0,0,0,0,0
116,1.0,4,4,4,4,3,4,3,0,0,0,0,0,0,0
117,1.0,4,4,4,4,3,4,3,0,0,0,0,0,0,0
118,0.0,4,4,4,4,3,4,3,0,0,0,0,0,0,0
119,7.0,3,4,4,4,3,4,4,2,1,1,1,1,1,2
120,7.0,3,4,4,4,3,4,4,2,1,1,1,1,1,2
121,7.0,3,4,4,4,3,4,4,2,1,1,1,1,1,2
122,7.0,3,4,4,4,3,4,4,2,1,1,1,1,1,2
123,7.0,3,4,4,4,3,4,4,2,1,1,1,1,1,2
124,7.0,3,4,4,4,3,4,4,2,1,1,1,1,1,2
125,5.0,3,4,4,4,3,4,4,2,1,1,1,1,1,2
126,5.0,3,4,4,4,3,4,4,2,1,1,1,1,1,2
127,5.0,3,4,4,4,3,4,4,2,1,1,1,1,1,2
128,2.0,2,0,0,0,3,2,1,0,0,0,0,1,0,0
129,2.0,2,0,0,0,3,2,1,0,0,0,0,1,0,0
130,2.0,2,0,0,0,3,2,1,0,0,0,0,1,0,0
131,2.0,2,0,0,0,3,2,1,0,0,0,0,1,0,0
132,1.0,2,0,0,0,3,2,1,0,0,0,0,1,0,0
133,1.0,2,0,0,0,3,2,1,0,0,0,0,1,0,0
134,1.0,2,0,0,0,3,2,1,0,0,0,0,1,0,0
135,1.0,2,0,0,0,3,2,1,0,0,0,0,1,0,0
136,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
137,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
138,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
139,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
140,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
141,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142,2.5,0,1,2,1,1,3,1,3,3,1,3,3,2,3
143,2.5,0,1,2,1,1,3,1,3,3,1,3,3,2,3
144,2.5,0,1,2,1,1,3,1,3,3,1,3,3,2,3
145,2.5,0,1,2,1,1,3,1,3,3,1,3,3,2,3
146,2.5,0,1,2,1,1,3,1,3,3,1,3,3,2,3
147,2.5,0,1,2,1,1,3,1,3,3,1,3,3,2,3
148,2.0,0,1,2,1,1,3,1,3,3,1,3,3,2,3
149,2.0,0,1,2,1,1,3,1,3,3,1,3,3,2,3
150,2.0,0,1,2,1,1,3,1,3,3,1,3,3,2,3
151,2.0,0,1,2,1,1,3,1,3,3,1,3,3,2,3
152,2.0,0,1,2,1,1,3,1,3,3,1,3,3,2,3
153,2.0,0,1,2,1,1,3,1,3,3,1,3,3,2,3
154,2.0,0,1,2,1,1,3,1,3,3,1,3,3,2,3
155,2.0,0,1,2,1,1,3,1,3,3,1,3,3,2,3
156,2.0,0,1,2,1,1,3,1,3,3,1,3,3,2,3
157,2.0,1,1,2,1,2,2,1,2,3,1,3,3,2,3
158,2.0,1,1,2,1,2,2,1,2,3,1,3,3,2,3
159,2.0,1,1,2,1,2,2,1,2,3,1,3,3,2,3
160,2.0,1,1,2,1,2,2,1,2,3,1,3,3,2,3
161,2.0,1,1,2,1,2,2,1,2,3,1,3,3,2,3
162,2.0,1,1,2,1,2,2,1,2,3,1,3,3,2,3
163,2.0,1,1,2,1,2,2,1,2,3,1,3,3,2,3
164,2.0,1,1,2,1,2,2,1,2,3,1,3,3,2,3
165,2.0,1,1,2,1,2,2,1,2,3,1,3,3,2,3
166,2.0,1,1,2,1,2,2,1,2,3,1,3,3,2,3
167,2.0,1,1,2,1,2,2,1,2,3,1,3,3,2,3
168,2.0,1,1,2,1,2,2,1,2,3,1,3,3,2,3
169,2.0,1,1,2,1,2,2,1,2,3,1,3,3,2,3
170,2.0,1,1,2,1,2,2,1,2,3,1,3,3,2,3
171,2.0,1,1,2,1,2,2,1,2,3,1,3,3,2,3
172,3.0,3,3,4,4,2,3,3,3,2,2,3,3,3,3
173,3.0,3,3,4,4,2,3,3,3,2,2,3,3,3,3
174,3.0,3,3,4,4,2,3,3,3,2,2,3,3,3,3
175,3.0,3,3,4,4,2,3,3,3,2,2,3,3,3,3
176,3.0,3,3,4,4,2,3,3,3,2,2,3,3,3,3
177,3.0,3,3,4,4,2,3,3,3,2,2,3,3,3,3
178,3.0,3,3,4,4,2,3,3,3,2,2,3,3,3,3
179,3.0,3,3,4,4,2,3,3,3,2,2,3,3,3,3
180,3.0,3,3,4,4,2,3,3,3,2,2,3,3,3,3
181,3.0,3,3,4,4,2,3,3,3,2,2,3,3,3,3
182,3.0,3,3,4,4,2,3,3,3,2,2,3,3,3,3
183,3.0,3,3,4,4,2,3,3,3,2,2,3,3,3,3
184,3.0,3,3,4,4,2,3,3,3,2,2,3,3,3,3
185,3.0,3,3,4,4,2,3,3,3,2,2,3,3,3,3
186,3.0,3,3,4,4,2,3,3,3,2,2,3,3,3,3
187,0.0,1,0,0,0,0,3,2,0,0,0,1,0,1,0
188,0.0,1,0,0,0,0,3,2,0,0,0,1,0,1,0
189,0.0,1,0,0,0,0,3,2,0,0,0,1,0,1,0
190,0.0,1,0,0,0,0,3,2,0,0,0,1,0,1,0
191,0.0,1,0,1,0,1,3,2,1,0,0,1,0,1,0
192,0.0,1,0,1,0,1,3,2,1,0,0,1,0,1,0
193,0.0,1,0,1,0,1,3,2,1,0,0,1,0,1,0
194,0.0,1,0,1,0,1,3,2,1,0,0,1,0,1,0
195,0.0,1,0,1,0,1,3,2,1,0,0,1,0,1,0
196,4.0,4,3,1,3,3,3,4,3,2,2,4,2,2,2
197,4.0,4,3,1,3,3,3,4,3,2,2,4,2,2,2
198,4.0,4,3,1,3,3,3,4,3,2,2,4,2,2,2
199,4.0,4,3,1,3,3,3,4,3,2,2,4,2,2,2
200,4.0,4,3,1,3,3,3,4,3,2,2,4,2,2,2
201,3.0,4,3,1,3,3,3,4,3,2,2,4,2,2,2
202,3.0,4,3,1,3,3,3,4,3,2,2,4,2,2,2
203,3.0,4,3,1,3,3,3,4,3,2,2,4,2,2,2
204,3.0,4,3,1,3,3,3,4,3,2,2,4,2,2,2
205,3.0,4,3,1,3,3,3,4,3,2,2,4,2,2,2
206,3.0,4,3,1,3,3,3,4,3,2,2,4,2,2,2
207,3.0,4,3,1,3,3,3,4,3,2,2,4,2,2,2
208,3.0,4,3,1,3,3,3,4,3,2,2,4,2,2,2
209,2.5,4,3,1,3,4,3,4,3,2,2,4,3,2,2
210,2.5,4,3,1,3,4,3,4,3,2,2,4,3,2,2
211,2.5,4,3,1,3,4,3,4,3,2,2,4,3,2,2
212,2.5,4,3,1,3,4,3,4,3,2,2,4,3,2,2
213,2.5,4,3,1,3,4,3,4,3,2,2,4,3,2,2
214,2.5,4,3,1,3,4,3,4,3,2,2,4,3,2,2
215,2.0,4,3,1,3,4,3,4,3,2,2,4,3,2,2
216,2.0,4,3,1,3,4,3,4,3,2,2,4,3,2,2
217,2.0,4,3,1,3,4,3,4,3,2,2,4,3,2,2
218,2.0,4,3,1,3,4,3,4,3,2,2,4,3,2,2
219,2.0,4,3,1,3,4,3,4,3,2,2,4,3,2,2
220,2.0,4,3,1,3,4,3,4,3,2,2,4,3,2,2
221,2.0,4,3,1,3,4,3,4,3,2,2,4,3,2,2
222,2.0,4,3,1,3,4,3,4,3,2,2,4,3,2,2
223,2.0,4,3,1,3,4,3,4,3,2,2,4,3,2,2
224,3.0,4,4,3,4,4,1,4,1,0,0,1,1,0,1
225,3.0,4,4,3,4,4,1,4,1,0,0,1,1,0,1
226,3.0,4,4,3,4,4,1,4,1,0,0,1,1,0,1
227,3.0,4,4,3,4,4,1,4,1,0,0,1,1,0,1
228,3.0,4,4,3,4,4,1,4,1,0,0,1,1,0,1
229,3.0,4,4,3,4,4,1,4,1,0,0,1,1,0,1
230,4.0,3,4,4,4,4,2,4,2,1,1,2,1,0,1
231,4.0,3,4,4,4,4,2,4,2,1,1,2,1,0,1
232,4.0,3,4,4,4,4,2,4,2,1,1,2,1,0,1
233,4.0,3,4,4,4,4,2,4,2,1,1,2,1,0,1
234,4.0,3,4,4,4,4,2,4,2,1,1,2,1,0,1
235,3.0,3,4,4,4,4,2,4,2,1,1,2,1,0,1
236,3.0,3,4,4,4,4,2,4,2,1,1,2,1,0,1
237,3.0,3,4,4,4,4,2,4,2,1,1,2,1,0,1
238,5.0,4,4,3,4,4,3,3,2,2,2,2,2,2,2
239,5.0,4,4,3,4,4,3,3,2,2,2,2,2,2,2
240,5.0,4,4,3,4,4,3,3,2,2,2,2,2,2,2
241,5.0,4,4,3,4,4,3,3,2,2,2,2,2,2,2
242,5.0,4,4,3,4,4,3,3,2,2,2,2,2,2,2
243,5.0,4,4,3,4,4,3,3,2,2,2,2,2,2,2
244,4.0,4,4,3,4,4,3,3,2,2,2,2,2,2,2
245,4.0,4,4,3,4,4,3,3,2,2,2,2,2,2,2
246,4.0,4,4,3,4,4,3,3,2,2,2,2,2,2,2
247,4.0,4,4,3,4,4,3,3,2,2,2,2,2,2,2
248,4.0,4,4,3,4,4,3,3,2,2,2,2,2,2,2
249,4.0,4,4,3,4,4,3,3,2,2,2,2,2,2,2
250,4.0,3,4,4,3,3,4,0,1,0,0,1,1,0,0
251,4.0,3,4,4,3,3,4,0,1,0,0,1,1,0,0
252,4.0,3,4,4,3,3,4,0,1,0,0,1,1,0,0
253,4.0,3,4,4,3,3,4,0,1,0,0,1,1,0,0
254,4.0,3,4,4,3,3,4,0,1,0,0,1,1,0,0
255,3.0,3,4,4,2,3,4,0,1,1,1,1,1,0,1
256,3.0,3,4,4,2,3,4,0,1,1,1,1,1,0,1
257,3.0,3,4,4,2,3,4,0,1,1,1,1,1,0,1
258,3.0,3,4,4,2,3,4,0,1,1,1,1,1,0,1
259,3.0,3,4,4,2,3,4,0,1,1,1,1,1,0,1
260,3.0,3,4,4,2,3,4,0,1,1,1,1,1,0,1
261,3.0,3,4,4,2,3,4,0,1,1,1,1,1,0,1
262,3.0,0,1,1,0,1,4,0,1,1,0,1,1,0,1
263,3.0,0,1,1,0,1,4,0,1,1,0,1,1,0,1
264,3.0,0,1,1,0,1,4,0,1,1,0,1,1,0,1
265,3.0,0,1,1,0,1,4,0,1,1,0,1,1,0,1
266,3.0,0,1,1,0,1,4,0,1,1,0,1,1,0,1
267,3.0,0,1,1,0,1,4,0,1,1,0,1,1,0,1
268,3.0,0,1,1,0,1,4,0,1,1,0,1,1,0,1
269,2.0,1,3,1,2,3,3,1,1,0,0,0,0,0,1
270,2.0,1,3,1,2,3,3,1,1,0,0,0,0,0,1
271,2.0,1,3,1,2,3,3,1,1,0,0,0,0,0,1
272,2.0,1,3,1,2,3,3,1,1,0,0,0,0,0,1
273,1.5,1,2,3,3,2,3,0,3,2,1,2,3,2,3
274,1.5,1,2,3,3,2,3,0,3,2,1,2,3,2,3
275,1.5,1,2,3,3,2,3,0,3,2,1,2,3,2,3
276,1.5,1,2,3,3,2,3,0,3,2,1,2,3,2,3
277,1.5,1,2,3,3,2,3,0,3,2,1,2,3,2,3
278,1.5,1,2,3,3,2,3,0,3,2,1,2,3,2,3
279,1.5,1,2,3,3,2,3,0,3,2,1,2,3,2,3
280,1.5,1,2,3,3,2,3,0,3,2,1,2,3,2,3
281,1.0,1,2,3,3,2,3,0,3,2,1,2,3,2,3
282,1.0,1,2,3,3,2,3,0,3,2,1,2,3,2,3
283,1.0,1,2,3,3,2,3,0,3,2,1,2,3,2,3
284,1.0,1,2,3,3,2,3,0,3,2,1,2,3,2,3
285,1.5,1,2,3,3,2,3,0,3,2,1,2,3,2,3
286,2.0,1,3,4,3,3,3,0,2,1,0,1,2,1,2
287,2.0,1,3,4,3,3,3,0,2,1,0,1,2,1,2
288,2.0,1,3,4,3,3,3,0,2,1,0,1,2,1,2
289,1.5,1,3,4,3,3,3,0,2,1,0,1,2,1,2
290,1.5,1,3,4,3,3,3,0,2,1,0,1,2,1,2
291,1.5,1,3,4,3,3,3,0,2,1,0,1,2,1,2
292,1.5,1,3,4,3,3,3,0,2,1,0,1,2,1,2
293,1.5,1,3,4,3,3,3,0,2,1,0,1,2,1,2
294,2.0,2,2,2,2,2,2,3,3,2,1,3,3,2,2
295,2.0,2,2,2,2,2,2,3,3,2,1,3,3,2,2
296,2.0,2,2,2,2,2,2,3,3,2,1,3,3,2,2
297,2.0,2,2,2,2,2,2,3,3,2,1,3,3,2,2
298,2.0,2,2,2,2,2,2,3,3,2,1,3,3,2,2
299,2.0,2,2,2,2,2,2,3,3,2,1,3,3,2,2
300,2.0,2,2,2,2,2,2,3,3,2,1,3,3,2,2
301,2.0,2,2,2,2,2,2,3,3,2,1,3,3,2,2
302,2.0,2,2,2,2,2,2,3,3,2,1,3,3,2,2
303,2.0,2,2,2,2,2,2,3,3,2,1,3,3,2,2
304,1.5,2,2,2,2,2,2,3,3,2,1,3,3,2,2
305,1.5,2,2,2,2,2,2,3,3,2,1,3,3,2,2
306,2.0,2,2,2,2,2,2,3,3,2,1,3,3,2,2
307,2.5,3,2,2,2,3,2,3,3,2,1,3,3,2,2
308,2.5,3,2,2,2,3,2,3,3,2,1,3,3,2,2
309,2.5,3,2,2,2,3,2,3,3,2,1,3,3,2,2
310,2.5,3,2,2,2,3,2,3,3,2,1,3,3,2,2
311,2.0,3,2,2,2,3,2,3,3,2,1,3,3,2,2
312,2.0,3,2,2,2,3,2,3,3,2,1,3,3,2,2
313,2.0,3,2,2,2,3,2,3,3,2,1,3,3,2,2
314,2.0,3,2,2,2,3,2,3,3,2,1,3,3,2,2
315,2.0,3,2,2,2,3,2,3,3,2,1,3,3,2,2
316,2.0,3,2,2,2,3,2,3,3,2,1,3,3,2,2
317,2.0,3,2,2,2,3,2,3,3,2,1,3,3,2,2
318,2.0,3,2,2,2,3,2,3,3,2,1,3,3,2,2
319,2.5,3,2,2,2,3,2,3,3,2,1,3,3,2,2
320,2.0,3,2,2,2,3,2,3,3,2,1,3,3,2,2
321,1.5,3,3,2,3,4,3,1,1,1,0,1,1,0,1
322,1.5,3,3,2,3,4,3,1,1,1,0,1,1,0,1
323,1.5,3,3,2,3,4,3,1,1,1,0,1,1,0,1
324,1.5,3,3,2,3,4,3,1,1,1,0,1,1,0,1
325,1.5,3,3,2,3,4,3,1,1,1,0,1,1,0,1
326,1.0,3,3,2,3,4,3,1,1,1,0,1,1,0,1
327,1.5,3,3,2,3,4,3,1,1,1,0,1,1,0,1
328,3.0,4,4,4,4,4,3,4,3,2,1,2,3,2,2
329,3.0,4,4,4,4,4,3,4,3,2,1,2,3,2,2
330,3.0,4,4,4,4,4,3,4,3,2,1,2,3,2,2
331,3.0,4,4,4,4,4,3,4,3,2,1,2,3,2,2
332,3.0,4,4,4,4,4,3,4,3,2,1,2,3,2,2
333,2.5,4,4,4,4,4,3,4,3,2,1,2,3,2,2
334,2.5,4,4,4,4,4,3,4,3,2,1,2,3,2,2
335,2.5,4,4,4,4,4,3,4,3,2,1,2,3,2,2
336,2.5,4,4,4,4,4,3,4,3,2,1,2,3,2,2
337,2.5,4,4,4,4,4,3,4,3,2,1,2,3,2,2
338,2.0,4,4,4,4,4,3,4,3,2,1,2,3,2,2
339,2.0,4,4,4,4,4,3,4,3,2,1,2,3,2,2
340,1.5,1,2,2,2,1,0,2,2,2,1,2,2,1,2
341,1.5,1,2,2,2,1,0,2,2,2,1,2,2,1,2
342,1.0,1,2,2,2,1,0,2,2,2,1,2,2,1,2
343,1.0,1,2,2,2,1,0,2,2,2,1,2,2,1,2
344,0.5,1,2,2,2,1,0,2,2,2,1,2,2,1,2
345,0.5,1,2,2,2,1,0,2,2,2,1,2,2,1,2
346,0.0,1,2,2,2,1,0,2,2,2,1,2,2,1,2
347,0.0,1,2,2,2,1,0,2,2,2,1,2,2,1,2
348,0.0,1,2,2,2,1,0,2,2,2,1,2,2,1,2
349,0.0,1,2,2,2,1,0,2,2,2,1,2,2,1,2
350,0.5,1,2,2,2,1,0,2,2,2,1,2,2,1,2
351,2.0,2,2,3,2,2,1,3,3,3,2,3,3,2,3
352,2.0,2,2,3,2,2,1,3,3,3,2,3,3,2,3
353,2.0,2,2,3,2,2,1,3,3,3,2,3,3,2,3
354,1.5,2,2,3,2,2,1,3,3,3,2,3,3,2,3
355,1.5,2,2,3,2,2,1,3,3,3,2,3,3,2,3
356,1.5,2,2,3,2,2,1,3,3,3,2,3,3,2,3
357,1.5,2,2,3,2,2,1,3,3,3,2,3,3,2,3
358,1.5,2,2,3,2,2,1,3,3,3,2,3,3,2,3
359,1.0,2,2,3,2,2,1,3,3,3,2,3,3,2,3
360,1.0,2,2,3,2,2,1,3,3,3,2,3,3,2,3
361,1.0,2,2,3,2,2,1,3,3,3,2,3,3,2,3
362,1.0,2,2,3,2,2,1,3,3,3,2,3,3,2,3
363,0.5,2,2,3,2,2,1,3,3,3,2,3,3,2,3
364,0.5,2,2,3,2,2,1,3,3,3,2,3,3,2,3
365,2.0,2,2,3,2,2,1,3,3,3,2,3,3,2,3
366,1.5,2,2,3,2,2,1,3,3,3,2,3,3,2,3
367,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
368,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
369,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
370,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
371,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
372,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
373,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
374,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
375,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
376,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
377,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
378,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
379,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
380,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
381,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
382,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
383,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
384,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
385,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
386,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
387,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
388,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
389,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
390,0.0,0,1,2,1,0,0,0,2,2,1,3,2,1,2
391,1.5,1,3,2,2,2,0,3,2,1,1,2,2,1,2
392,1.5,1,3,2,2,2,0,3,2,1,1,2,2,1,2
393,1.5,1,3,2,2,2,0,3,2,1,1,2,2,1,2
394,1.0,1,3,2,2,2,0,3,2,1,1,2,2,1,2
395,0.5,1,3,2,2,2,0,3,2,1,1,2,2,1,2
396,0.5,1,3,2,2,2,0,3,2,1,1,2,2,1,2
397,0.0,1,3,2,2,2,0,3,2,1,1,2,2,1,2
398,1.5,1,3,2,2,2,0,3,2,1,1,2,2,1,2
399,1.5,1,3,2,2,2,0,3,2,1,1,2,2,1,2
400,0.0,1,3,2,2,2,0,3,2,1,1,2,2,1,2
401,4.0,4,2,2,1,4,1,3,0,0,0,1,0,1,0
402,4.0,4,2,2,1,4,1,3,0,0,0,1,0,1,0
403,4.0,4,2,2,1,4,1,3,0,0,0,1,0,1,0
404,4.0,4,2,2,1,4,1,3,0,0,0,1,0,1,0
