,wk,średnia_na_rozgrywcecat,średnia_na_obroniecat,Kokosy_na_Obroniecat,częściówkacat,końcówkacat,szlemikcat,Wpadkacat,liczba_rozdan_na_rozgrywcecat,liczba_rozdan_na_obroniecat,liczba_rozdan_Kokosy_na_Obroniecat,liczba_rozdan_częściówkacat,liczba_rozdan_końcówkacat,liczba_rozdan_szlemikcat,liczba_rozdan_Wpadkacat
2087,0.0,1,1,0,2,1,1,2,2,2,1,3,3,2,2
2088,0.0,1,1,0,2,1,1,2,2,2,1,3,3,2,2
2089,0.0,1,1,0,2,1,1,2,2,2,1,3,3,2,2
2090,0.0,1,1,0,2,1,1,2,2,2,1,3,3,2,2
2091,0.0,1,1,0,2,1,1,2,2,2,1,3,3,2,2
2092,0.0,1,1,0,2,1,1,2,2,2,1,3,3,2,2
2093,0.0,1,1,0,2,1,1,2,2,2,1,3,3,2,2
2094,1.5,0,2,3,2,1,0,1,2,2,1,2,2,1,2
2095,1.5,0,2,3,2,1,0,1,2,2,1,2,2,1,2
2096,1.5,0,2,3,2,1,0,1,2,2,1,2,2,1,2
2097,1.5,0,2,3,2,1,0,1,2,2,1,2,2,1,2
2098,1.5,0,2,3,2,1,0,1,2,2,1,2,2,1,2
2099,1.5,0,2,3,2,1,0,1,2,2,1,2,2,1,2
2100,1.5,0,2,3,2,1,0,1,2,2,1,2,2,1,2
2101,1.5,0,2,3,2,1,0,1,2,2,1,2,2,1,2
2102,1.5,0,2,3,2,1,0,1,2,2,1,2,2,1,2
2103,1.5,0,2,3,2,1,0,1,2,2,1,2,2,1,2
2104,1.5,0,2,3,2,1,0,1,2,2,1,2,2,1,2
2105,3.0,2,3,2,2,3,3,2,1,0,0,1,1,0,1
2106,3.0,2,3,2,2,3,3,2,1,0,0,1,1,0,1
2107,3.0,2,3,2,2,3,3,2,1,0,0,1,1,0,1
2108,3.0,2,3,2,2,3,3,2,1,0,0,1,1,0,1
2109,3.0,2,3,2,2,3,3,2,1,0,0,1,1,0,1
2110,3.0,2,3,2,2,3,3,2,1,0,0,1,1,0,1
2111,2.5,2,1,1,1,1,3,2,1,1,1,2,2,0,1
2112,2.5,2,1,1,1,1,3,2,1,1,1,2,2,0,1
2113,2.0,2,1,1,1,1,3,2,1,1,1,2,2,0,1
2114,2.0,2,1,1,1,1,3,2,1,1,1,2,2,0,1
2115,2.0,2,1,1,1,1,3,2,1,1,1,2,2,0,1
2116,2.0,2,1,1,1,1,3,2,1,1,1,2,2,0,1
2117,2.0,2,1,1,1,1,3,2,1,1,1,2,2,0,1
2118,2.0,2,1,1,1,1,3,2,1,1,1,2,2,0,1
2119,2.0,2,1,1,1,1,3,2,1,1,1,2,2,0,1
2120,1.5,1,1,1,1,1,2,2,2,1,1,2,2,1,1
2121,1.5,1,1,1,1,1,2,2,2,1,1,2,2,1,1
2122,1.5,1,1,1,1,1,2,2,2,1,1,2,2,1,1
2123,1.5,1,1,1,1,1,2,2,2,1,1,2,2,1,1
2124,1.5,1,1,1,1,1,2,2,2,1,1,2,2,1,1
2125,1.5,1,1,1,1,1,2,2,2,1,1,2,2,1,1
2126,1.5,1,1,1,1,1,2,2,2,1,1,2,2,1,1
2127,1.5,1,1,1,1,1,2,2,2,1,1,2,2,1,1
2128,1.5,1,1,1,1,1,2,2,2,1,1,2,2,1,1
2129,1.5,1,1,1,1,1,2,2,2,1,1,2,2,1,1
2130,0.5,3,2,1,2,2,2,3,2,2,1,2,2,3,2
2131,0.5,3,2,1,2,2,2,3,2,2,1,2,2,3,2
2132,0.5,3,2,1,2,2,2,3,2,2,1,2,2,3,2
2133,0.5,3,2,1,2,2,2,3,2,2,1,2,2,3,2
2134,0.5,3,2,1,2,2,2,3,2,2,1,2,2,3,2
2135,0.5,3,2,1,2,2,2,3,2,2,1,2,2,3,2
2136,0.5,3,2,1,2,2,2,3,2,2,1,2,2,3,2
2137,0.5,3,2,1,2,2,2,3,2,2,1,2,2,3,2
2138,0.5,3,2,1,2,2,2,3,2,2,1,2,2,3,2
2139,0.5,3,2,1,2,2,2,3,2,2,1,2,2,3,2
2140,0.5,3,2,1,2,2,2,3,2,2,1,2,2,3,2
2141,0.5,3,2,1,2,2,2,3,2,2,1,2,2,3,2
2142,2.5,1,1,1,1,1,2,3,1,1,1,2,1,1,1
2143,2.0,1,1,1,1,1,2,3,1,1,1,2,1,1,1
2144,2.0,1,1,1,1,1,2,3,1,1,1,2,1,1,1
2145,2.0,1,1,1,1,1,2,3,1,1,1,2,1,1,1
2146,2.0,1,1,1,1,1,2,3,1,1,1,2,1,1,1
2147,2.0,1,1,1,1,1,2,3,1,1,1,2,1,1,1
2148,2.0,1,1,1,1,1,2,3,1,1,1,2,1,1,1
2149,2.0,1,1,1,1,1,2,3,1,1,1,2,1,1,1
2150,2.0,1,1,1,1,1,2,3,1,1,1,2,1,1,1
2151,1.5,4,2,3,2,3,0,3,0,0,0,0,0,0,0
2152,1.5,4,2,3,2,3,0,3,0,0,0,0,0,0,0
2153,1.5,4,2,3,2,3,0,3,0,0,0,0,0,0,0
2154,2.5,3,3,2,4,4,1,3,1,0,0,1,1,1,1
2155,2.5,3,3,2,4,4,1,3,1,0,0,1,1,1,1
2156,2.5,3,3,2,4,4,1,3,1,0,0,1,1,1,1
2157,2.5,3,3,2,4,4,1,3,1,0,0,1,1,1,1
2158,2.5,3,3,2,4,4,1,3,1,0,0,1,1,1,1
2159,2.5,3,3,2,4,4,1,3,1,0,0,1,1,1,1
2160,0.0,1,0,2,1,1,2,0,1,1,0,1,1,1,1
2161,0.0,1,0,2,1,1,2,0,1,1,0,1,1,1,1
2162,0.0,1,0,2,1,1,2,0,1,1,0,1,1,1,1
2163,0.0,1,0,2,1,1,2,0,1,1,0,1,1,1,1
2164,0.0,1,0,2,1,1,2,0,1,1,0,1,1,1,1
2165,0.0,1,0,2,1,1,2,0,1,1,0,1,1,1,1
2166,0.0,1,0,2,1,1,2,0,1,1,0,1,1,1,1
2167,1.0,1,3,3,4,3,4,1,2,1,1,1,1,2,2
2168,0.0,1,3,3,4,3,4,1,2,1,1,1,1,2,2
2169,0.0,1,3,3,4,3,4,1,2,1,1,1,1,2,2
2170,0.0,1,3,3,4,3,4,1,2,1,1,1,1,2,2
2171,0.0,1,3,3,4,3,4,1,2,1,1,1,1,2,2
2172,0.0,1,3,3,4,3,4,1,2,1,1,1,1,2,2
2173,0.0,1,3,3,4,3,4,1,2,1,1,1,1,2,2
2174,0.0,1,3,3,4,3,4,1,2,1,1,1,1,2,2
2175,0.0,1,3,3,4,3,4,1,2,1,1,1,1,2,2
2176,0.0,0,1,2,0,2,1,0,2,2,1,2,2,1,3
2177,0.0,0,1,2,0,2,1,0,2,2,1,2,2,1,3
2178,0.0,0,1,2,0,2,1,0,2,2,1,2,2,1,3
2179,0.0,0,1,2,0,2,1,0,2,2,1,2,2,1,3
2180,0.0,0,1,2,0,2,1,0,2,2,1,2,2,1,3
2181,0.0,0,1,2,0,2,1,0,2,2,1,2,2,1,3
2182,0.0,0,1,2,0,2,1,0,2,2,1,2,2,1,3
2183,0.0,0,1,2,0,2,1,0,2,2,1,2,2,1,3
2184,0.0,0,1,2,0,2,1,0,2,2,1,2,2,1,3
2185,0.0,0,1,2,0,2,1,0,2,2,1,2,2,1,3
2186,0.0,0,1,2,0,2,1,0,2,2,1,2,2,1,3
2187,0.0,0,1,2,0,2,1,0,2,2,1,2,2,1,3
2188,3.0,3,3,3,3,2,1,3,2,1,1,2,2,0,1
2189,3.0,3,3,3,3,2,1,3,2,1,1,2,2,0,1
2190,3.0,3,3,3,3,2,1,3,2,1,1,2,2,0,1
2191,3.0,3,3,3,3,2,1,3,2,1,1,2,2,0,1
2192,3.0,3,3,3,3,2,1,3,2,1,1,2,2,0,1
2193,3.0,3,3,3,3,2,1,3,2,1,1,2,2,0,1
2194,2.5,3,3,3,3,2,1,3,2,1,1,2,2,0,1
2195,2.5,3,3,3,3,2,1,3,2,1,1,2,2,0,1
2196,2.5,3,3,3,3,2,1,3,2,1,1,2,2,0,1
2197,2.5,3,3,3,2,3,1,1,1,1,0,1,1,1,0
2198,2.5,3,3,3,2,3,1,1,1,1,0,1,1,1,0
2199,2.5,3,3,3,2,3,1,1,1,1,0,1,1,1,0
2200,2.5,3,3,3,2,3,1,1,1,1,0,1,1,1,0
2201,2.0,3,3,3,2,3,1,1,1,1,0,1,1,1,0
2202,2.0,3,3,3,2,3,1,1,1,1,0,1,1,1,0
2203,4.0,3,3,4,4,3,4,3,4,2,1,3,3,3,3
2204,4.0,3,3,4,4,3,4,3,4,2,1,3,3,3,3
2205,4.0,3,3,4,4,3,4,3,4,2,1,3,3,3,3
2206,4.0,3,3,4,4,3,4,3,4,2,1,3,3,3,3
2207,4.0,3,3,4,4,3,4,3,4,2,1,3,3,3,3
2208,4.0,3,3,4,4,3,4,3,4,2,1,3,3,3,3
2209,4.0,3,3,4,4,3,4,3,4,2,1,3,3,3,3
2210,4.0,3,3,4,4,3,4,3,4,2,1,3,3,3,3
2211,4.0,3,3,4,4,3,4,3,4,2,1,3,3,3,3
2212,4.0,3,3,4,4,3,4,3,4,2,1,3,3,3,3
2213,4.0,3,3,4,4,3,4,3,4,2,1,3,3,3,3
2214,4.0,3,3,4,4,3,4,3,4,2,1,3,3,3,3
2215,4.0,3,3,4,4,3,4,3,4,2,1,3,3,3,3
2216,4.0,3,3,4,4,3,4,3,4,2,1,3,3,3,3
2217,4.0,3,3,4,4,3,4,3,4,2,1,3,3,3,3
2218,4.0,3,3,4,4,3,4,3,4,2,1,3,3,3,3
2219,4.0,3,4,4,4,4,2,1,3,2,1,2,3,2,2
2220,4.0,3,4,4,4,4,2,1,3,2,1,2,3,2,2
2221,4.0,3,4,4,4,4,2,1,3,2,1,2,3,2,2
2222,4.0,3,4,4,4,4,2,1,3,2,1,2,3,2,2
2223,4.0,3,4,4,4,4,2,1,3,2,1,2,3,2,2
2224,4.0,3,4,4,4,4,2,1,3,2,1,2,3,2,2
2225,4.0,3,4,4,4,4,2,1,3,2,1,2,3,2,2
2226,4.0,3,4,4,4,4,2,1,3,2,1,2,3,2,2
2227,4.0,3,4,4,4,4,2,1,3,2,1,2,3,2,2
2228,4.0,3,4,4,4,4,2,1,3,2,1,2,3,2,2
2229,4.0,3,4,4,4,4,2,1,3,2,1,2,3,2,2
2230,4.0,3,4,4,4,4,2,1,3,2,1,2,3,2,2
2231,4.0,3,4,4,4,4,2,1,3,2,1,2,3,2,2
2232,1.0,0,0,0,0,0,3,1,1,1,1,1,2,0,1
2233,1.0,0,0,0,0,0,3,1,1,1,1,1,2,0,1
2234,0.5,0,0,0,0,0,3,1,1,1,1,1,2,0,1
2235,0.5,0,0,0,0,0,3,1,1,1,1,1,2,0,1
2236,0.5,0,0,0,0,0,3,1,1,1,1,1,2,0,1
2237,0.5,0,0,0,0,0,3,1,1,1,1,1,2,0,1
2238,0.5,0,0,0,0,0,3,1,1,1,1,1,2,0,1
2239,0.5,0,0,0,0,0,3,1,1,1,1,1,2,0,1
2240,1.0,2,0,1,0,1,4,0,0,0,0,0,0,0,0
2241,0.5,2,0,1,0,1,4,0,0,0,0,0,0,0,0
2242,0.5,2,0,1,0,1,4,0,0,0,0,0,0,0,0
2243,1.0,2,2,2,2,2,0,4,0,0,0,0,0,0,0
2244,1.0,2,2,2,2,2,0,4,0,0,0,0,0,0,0
2245,0.0,2,2,2,2,2,0,4,0,0,0,0,0,0,0
2246,2.0,2,0,0,4,0,2,0,0,0,0,0,0,0,0
2247,2.0,2,0,0,4,0,2,0,0,0,0,0,0,0,0
2248,1.5,2,0,0,4,0,2,0,0,0,0,0,0,0,0
2249,3.0,4,3,4,3,3,3,4,3,2,1,3,2,2,2
2250,3.0,4,3,4,3,3,3,4,3,2,1,3,2,2,2
2251,3.0,4,3,4,3,3,3,4,3,2,1,3,2,2,2
2252,3.0,4,3,4,3,3,3,4,3,2,1,3,2,2,2
2253,3.0,4,3,4,3,3,3,4,3,2,1,3,2,2,2
2254,2.5,4,3,4,3,3,3,4,3,2,1,3,2,2,2
2255,2.5,4,3,4,3,3,3,4,3,2,1,3,2,2,2
2256,2.5,4,3,4,3,3,3,4,3,2,1,3,2,2,2
2257,2.5,4,3,4,3,3,3,4,3,2,1,3,2,2,2
2258,2.5,4,3,4,3,3,3,4,3,2,1,3,2,2,2
2259,3.0,4,3,4,3,3,3,4,3,2,1,3,2,2,2
2260,2.5,4,3,4,3,3,3,4,3,2,1,3,2,2,2
2261,2.5,3,4,3,3,3,3,3,3,2,2,3,3,2,2
2262,2.5,3,4,3,3,3,3,3,3,2,2,3,3,2,2
2263,2.5,3,4,3,3,3,3,3,3,2,2,3,3,2,2
2264,2.5,3,4,3,3,3,3,3,3,2,2,3,3,2,2
2265,2.5,3,4,3,3,3,3,3,3,2,2,3,3,2,2
2266,2.5,3,4,3,3,3,3,3,3,2,2,3,3,2,2
2267,2.5,3,4,3,3,3,3,3,3,2,2,3,3,2,2
2268,2.5,3,4,3,3,3,3,3,3,2,2,3,3,2,2
2269,2.5,3,4,3,3,3,3,3,3,2,2,3,3,2,2
2270,2.5,3,4,3,3,3,3,3,3,2,2,3,3,2,2
2271,2.5,3,4,3,3,3,3,3,3,2,2,3,3,2,2
2272,2.5,3,4,3,3,3,3,3,3,2,2,3,3,2,2
2273,2.5,3,4,3,3,3,3,3,3,2,2,3,3,2,2
2274,2.0,3,4,3,3,3,3,3,3,2,2,3,3,2,2
2275,2.5,3,4,3,3,3,3,3,3,2,2,3,3,2,2
2276,2.5,3,3,3,3,2,3,3,2,1,1,2,2,1,2
2277,2.5,3,3,3,3,2,3,3,2,1,1,2,2,1,2
2278,2.5,3,3,3,3,2,3,3,2,1,1,2,2,1,2
2279,2.5,3,3,3,3,2,3,3,2,1,1,2,2,1,2
2280,2.5,3,3,3,3,2,3,3,2,1,1,2,2,1,2
2281,2.5,3,3,3,3,2,3,3,2,1,1,2,2,1,2
2282,2.0,3,3,3,3,2,3,3,2,1,1,2,2,1,2
2283,2.0,3,3,3,3,2,3,3,2,1,1,2,2,1,2
2284,2.0,3,3,3,3,2,3,3,2,1,1,2,2,1,2
2285,2.0,3,3,3,3,2,3,3,2,1,1,2,2,1,2
2286,2.0,3,3,3,3,2,3,3,2,1,1,2,2,1,2
2287,1.5,3,4,3,4,4,2,3,2,1,1,2,2,1,1
2288,1.5,3,4,3,4,4,2,3,2,1,1,2,2,1,1
2289,1.5,3,4,3,4,4,2,3,2,1,1,2,2,1,1
2290,1.5,3,4,3,4,4,2,3,2,1,1,2,2,1,1
2291,1.0,3,4,3,4,4,2,3,2,1,1,2,2,1,1
2292,1.0,3,4,3,4,4,2,3,2,1,1,2,2,1,1
2293,1.0,3,4,3,4,4,2,3,2,1,1,2,2,1,1
2294,1.0,3,4,3,4,4,2,3,2,1,1,2,2,1,1
2295,0.5,3,4,3,4,4,2,3,2,1,1,2,2,1,1
2296,1.0,3,4,3,4,4,2,3,2,1,1,2,2,1,1
2297,3.0,3,3,3,4,3,2,2,3,2,1,3,3,2,2
2298,3.0,3,3,3,4,3,2,2,3,2,1,3,3,2,2
2299,3.0,3,3,3,4,3,2,2,3,2,1,3,3,2,2
2300,3.0,3,3,3,4,3,2,2,3,2,1,3,3,2,2
2301,3.0,3,3,3,4,3,2,2,3,2,1,3,3,2,2
2302,3.0,3,3,3,4,3,2,2,3,2,1,3,3,2,2
2303,3.0,3,3,3,4,3,2,2,3,2,1,3,3,2,2
2304,3.0,3,3,3,4,3,2,2,3,2,1,3,3,2,2
2305,3.0,3,3,3,4,3,2,2,3,2,1,3,3,2,2
2306,3.0,3,3,3,4,3,2,2,3,2,1,3,3,2,2
2307,3.0,3,3,3,4,3,2,2,3,2,1,3,3,2,2
2308,3.0,3,3,3,4,3,2,2,3,2,1,3,3,2,2
2309,3.0,3,3,3,4,3,2,2,3,2,1,3,3,2,2
2310,3.0,3,3,3,4,3,2,2,3,2,1,3,3,2,2
2311,2.0,4,3,2,4,4,4,4,3,1,1,2,3,3,2
2312,2.0,4,3,2,4,4,4,4,3,1,1,2,3,3,2
2313,2.0,4,3,2,4,4,4,4,3,1,1,2,3,3,2
2314,2.0,4,3,2,4,4,4,4,3,1,1,2,3,3,2
2315,2.0,4,3,2,4,4,4,4,3,1,1,2,3,3,2
2316,2.0,4,3,2,4,4,4,4,3,1,1,2,3,3,2
2317,2.0,4,3,2,4,4,4,4,3,1,1,2,3,3,2
2318,2.0,4,3,2,4,4,4,4,3,1,1,2,3,3,2
2319,2.0,4,3,2,4,4,4,4,3,1,1,2,3,3,2
2320,2.0,4,3,2,4,4,4,4,3,1,1,2,3,3,2
2321,2.0,4,3,2,4,4,4,4,3,1,1,2,3,3,2
2322,4.0,4,4,3,4,4,4,4,3,2,2,2,4,3,2
2323,4.0,4,4,3,4,4,4,4,3,2,2,2,4,3,2
2324,4.0,4,4,3,4,4,4,4,3,2,2,2,4,3,2
2325,4.0,4,4,3,4,4,4,4,3,2,2,2,4,3,2
2326,4.0,4,4,3,4,4,4,4,3,2,2,2,4,3,2
2327,4.0,4,4,3,4,4,4,4,3,2,2,2,4,3,2
2328,4.0,4,4,3,4,4,4,4,3,2,2,2,4,3,2
2329,4.0,4,4,3,4,4,4,4,3,2,2,2,4,3,2
2330,4.0,4,4,3,4,4,4,4,3,2,2,2,4,3,2
2331,4.0,4,4,3,4,4,4,4,3,2,2,2,4,3,2
2332,4.0,4,4,3,4,4,4,4,3,2,2,2,4,3,2
2333,4.0,4,4,3,4,4,4,4,3,2,2,2,4,3,2
2334,4.0,4,4,3,4,4,4,4,3,2,2,2,4,3,2
2335,4.0,4,4,3,4,4,4,4,3,2,2,2,4,3,2
2336,3.0,3,4,3,3,3,1,3,2,2,1,2,3,0,1
2337,3.0,3,4,3,3,3,1,3,2,2,1,2,3,0,1
2338,3.0,3,4,3,3,3,1,3,2,2,1,2,3,0,1
2339,3.0,3,4,3,3,3,1,3,2,2,1,2,3,0,1
2340,3.0,3,4,3,3,3,1,3,2,2,1,2,3,0,1
2341,3.0,3,4,3,3,3,1,3,2,2,1,2,3,0,1
2342,3.0,3,4,3,3,3,1,3,2,2,1,2,3,0,1
2343,3.0,3,4,3,3,3,1,3,2,2,1,2,3,0,1
2344,3.0,3,4,3,3,3,1,3,2,2,1,2,3,0,1
2345,3.0,3,4,3,3,3,1,3,2,2,1,2,3,0,1
2346,3.0,3,4,3,3,3,1,3,2,2,1,2,3,0,1
2347,2.5,2,4,2,3,3,1,3,3,2,2,4,3,1,2
2348,2.5,2,4,2,3,3,1,3,3,2,2,4,3,1,2
2349,2.5,2,4,2,3,3,1,3,3,2,2,4,3,1,2
2350,2.5,2,4,2,3,3,1,3,3,2,2,4,3,1,2
2351,2.5,2,4,2,3,3,1,3,3,2,2,4,3,1,2
2352,2.5,2,4,2,3,3,1,3,3,2,2,4,3,1,2
2353,2.5,2,4,2,3,3,1,3,3,2,2,4,3,1,2
2354,2.5,2,4,2,3,3,1,3,3,2,2,4,3,1,2
2355,2.5,2,4,2,3,3,1,3,3,2,2,4,3,1,2
2356,2.0,2,4,2,3,3,1,3,3,2,2,4,3,1,2
2357,2.0,2,4,2,3,3,1,3,3,2,2,4,3,1,2
2358,2.0,2,4,2,3,3,1,3,3,2,2,4,3,1,2
2359,2.0,2,4,2,3,3,1,3,3,2,2,4,3,1,2
2360,2.0,2,4,2,3,3,1,3,3,2,2,4,3,1,2
2361,2.0,2,4,2,3,3,1,3,3,2,2,4,3,1,2
2362,2.0,4,3,2,3,4,1,3,1,0,0,1,1,0,1
2363,1.5,4,3,2,3,4,1,3,1,0,0,1,1,0,1
2364,1.5,4,3,2,3,4,1,3,1,0,0,1,1,0,1
2365,1.5,4,3,2,3,4,1,3,1,0,0,1,1,0,1
2366,1.5,4,3,2,3,4,1,3,1,0,0,1,1,0,1
2367,1.5,4,3,2,3,4,1,3,1,0,0,1,1,0,1
2368,2.0,4,2,2,1,4,1,2,1,0,0,1,1,0,0
2369,2.0,4,2,2,1,4,1,2,1,0,0,1,1,0,0
2370,2.0,4,2,2,1,4,1,2,1,0,0,1,1,0,0
2371,2.0,4,2,2,1,4,1,2,1,0,0,1,1,0,0
2372,1.5,4,2,2,1,4,1,2,1,0,0,1,1,0,0
2373,21.0,4,4,4,4,4,1,0,0,0,0,0,0,0,0
2374,21.0,4,4,4,4,4,1,0,0,0,0,0,0,0,0
2375,4.0,2,3,3,2,2,2,3,2,1,1,2,2,1,2
2376,4.0,2,3,3,2,2,2,3,2,1,1,2,2,1,2
2377,4.0,2,3,3,2,2,2,3,2,1,1,2,2,1,2
2378,4.0,2,3,3,2,2,2,3,2,1,1,2,2,1,2
2379,4.0,2,3,3,2,2,2,3,2,1,1,2,2,1,2
2380,4.0,2,3,3,2,2,2,3,2,1,1,2,2,1,2
2381,4.0,2,3,3,2,2,2,3,2,1,1,2,2,1,2
2382,4.0,2,3,3,2,2,2,3,2,1,1,2,2,1,2
2383,4.0,2,3,3,2,2,2,3,2,1,1,2,2,1,2
2384,4.0,2,3,3,2,2,2,3,2,1,1,2,2,1,2
2385,4.0,2,3,3,2,2,2,3,2,1,1,2,2,1,2
2386,3.0,1,3,3,0,1,0,4,0,0,0,0,0,0,0
2387,3.0,1,3,3,0,1,0,4,0,0,0,0,0,0,0
2388,3.0,1,3,3,0,1,0,4,0,0,0,0,0,0,0
2389,1.0,2,3,3,2,2,3,2,2,1,1,1,2,1,1
2390,1.0,2,3,3,2,2,3,2,2,1,1,1,2,1,1
2391,1.0,2,3,3,2,2,3,2,2,1,1,1,2,1,1
2392,1.0,2,3,3,2,2,3,2,2,1,1,1,2,1,1
2393,1.0,2,3,3,2,2,3,2,2,1,1,1,2,1,1
2394,1.0,2,3,3,2,2,3,2,2,1,1,1,2,1,1
2395,1.0,2,3,3,2,2,3,2,2,1,1,1,2,1,1
2396,1.0,2,3,3,2,2,3,2,2,1,1,1,2,1,1
2397,1.0,2,3,3,2,2,3,2,2,1,1,1,2,1,1
2398,2.5,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2399,2.5,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2400,2.5,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2401,2.5,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2402,2.5,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2403,2.5,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2404,2.5,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2405,2.5,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2406,2.5,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2407,2.5,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2408,2.5,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2409,2.0,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2410,2.0,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2411,2.0,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2412,2.0,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2413,2.0,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2414,2.5,1,1,2,0,1,1,1,3,2,2,4,3,3,3
2415,1.0,0,0,1,1,0,3,1,0,0,0,0,0,0,0
2416,1.0,0,0,1,1,0,3,1,0,0,0,0,0,0,0
2417,0.5,0,0,1,1,0,3,1,0,0,0,0,0,0,0
2418,3.0,2,1,0,4,3,1,3,3,1,1,2,3,2,3
2419,3.0,2,1,0,4,3,1,3,3,1,1,2,3,2,3
2420,3.0,2,1,0,4,3,1,3,3,1,1,2,3,2,3
2421,3.0,2,1,0,4,3,1,3,3,1,1,2,3,2,3
2422,3.0,2,1,0,4,3,1,3,3,1,1,2,3,2,3
2423,3.0,2,1,0,4,3,1,3,3,1,1,2,3,2,3
2424,3.0,2,1,0,4,3,1,3,3,1,1,2,3,2,3
2425,3.0,2,1,0,4,3,1,3,3,1,1,2,3,2,3
2426,2.5,2,1,0,4,3,1,3,3,1,1,2,3,2,3
2427,2.5,2,1,0,4,3,1,3,3,1,1,2,3,2,3
2428,2.5,2,1,0,4,3,1,3,3,1,1,2,3,2,3
2429,2.5,2,1,0,4,3,1,3,3,1,1,2,3,2,3
2430,2.5,2,1,0,4,3,1,3,3,1,1,2,3,2,3
2431,2.0,2,1,0,4,2,1,4,1,0,0,0,1,0,1
2432,2.0,2,1,0,4,2,1,4,1,0,0,0,1,0,1
2433,2.0,2,1,0,4,2,1,4,1,0,0,0,1,0,1
2434,1.5,2,1,0,4,2,1,4,1,0,0,0,1,0,1
2435,1.5,0,1,3,2,1,2,0,1,0,0,0,1,0,1
2436,1.5,0,1,3,2,1,2,0,1,0,0,0,1,0,1
2437,1.5,0,1,3,2,1,2,0,1,0,0,0,1,0,1
2438,1.5,0,1,3,2,1,2,0,1,0,0,0,1,0,1
2439,3.0,0,3,4,3,1,2,1,0,0,0,0,0,0,0
2440,3.0,0,3,4,3,1,2,1,0,0,0,0,0,0,0
2441,3.0,0,3,4,3,1,2,1,0,0,0,0,0,0,0
2442,4.0,4,3,2,4,4,4,2,0,0,0,1,0,0,0
2443,4.0,4,3,2,4,4,4,2,0,0,0,1,0,0,0
2444,4.0,4,3,2,4,4,4,2,0,0,0,1,0,0,0
2445,3.0,2,1,2,2,1,1,2,2,2,1,3,3,2,2
2446,3.0,2,1,2,2,1,1,2,2,2,1,3,3,2,2
2447,3.0,2,1,2,2,1,1,2,2,2,1,3,3,2,2
2448,3.0,2,1,2,2,1,1,2,2,2,1,3,3,2,2
2449,3.0,2,1,2,2,1,1,2,2,2,1,3,3,2,2
2450,2.5,2,1,2,2,1,1,2,2,2,1,3,3,2,2
2451,2.5,2,1,2,2,1,1,2,2,2,1,3,3,2,2
2452,2.5,2,1,2,2,1,1,2,2,2,1,3,3,2,2
2453,2.5,2,1,2,2,1,1,2,2,2,1,3,3,2,2
2454,2.5,2,1,2,2,1,1,2,2,2,1,3,3,2,2
2455,3.0,2,1,2,2,1,1,2,2,2,1,3,3,2,2
2456,3.0,2,1,2,2,1,1,2,2,2,1,3,3,2,2
2457,3.0,2,1,2,2,1,1,2,2,2,1,3,3,2,2
2458,3.0,2,3,4,2,3,3,2,2,1,1,2,2,1,2
2459,3.0,2,3,4,2,3,3,2,2,1,1,2,2,1,2
2460,3.0,2,3,4,2,3,3,2,2,1,1,2,2,1,2
2461,3.0,2,3,4,2,3,3,2,2,1,1,2,2,1,2
2462,3.0,2,3,4,2,3,3,2,2,1,1,2,2,1,2
2463,3.0,2,3,4,2,3,3,2,2,1,1,2,2,1,2
2464,2.5,2,3,4,2,3,3,2,2,1,1,2,2,1,2
2465,2.5,2,3,4,2,3,3,2,2,1,1,2,2,1,2
2466,2.5,2,3,4,2,3,3,2,2,1,1,2,2,1,2
2467,3.0,2,3,4,2,3,3,2,2,1,1,2,2,1,2
2468,3.0,2,4,3,4,0,3,2,0,0,0,0,0,0,0
2469,3.0,2,4,3,4,0,3,2,0,0,0,0,0,0,0
2470,3.0,2,4,3,4,0,3,2,0,0,0,0,0,0,0
2471,3.0,2,4,3,2,3,3,2,1,1,1,1,1,2,1
2472,3.0,2,4,3,2,3,3,2,1,1,1,1,1,2,1
2473,3.0,2,4,3,2,3,3,2,1,1,1,1,1,2,1
2474,2.5,2,4,3,2,3,3,2,1,1,1,1,1,2,1
2475,2.5,2,4,3,2,3,3,2,1,1,1,1,1,2,1
2476,2.5,2,4,3,2,3,3,2,1,1,1,1,1,2,1
2477,0.5,0,1,2,1,0,3,0,1,1,0,1,1,0,1
2478,0.5,0,1,2,1,0,3,0,1,1,0,1,1,0,1
2479,0.5,0,1,2,1,0,3,0,1,1,0,1,1,0,1
2480,0.5,0,1,2,1,0,3,0,1,1,0,1,1,0,1
